Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
2834,6377822,“The (corona)virus just isn’t nearly as deadly as we thought it was.”," Is this incredible mattress company that takes out all of the awkward uncomfortable and frankly weird interactions that you have to have it mattress stores where you got a weird car salesman guy who can't sell cars, so he's trying to sell you Bunkie old beds you're laying on their there's other. People sweat spin on there and they're there. I don't want to say coronavirus. I want to say that because it would be rude of me to say but you don't know what other people got when they're laying on those damn pills out of mattress stores. Then they're asked you like, oh, we'll just one comfortable
",5
16202,8279366,Says his Twitter account has 1.3 million followers.," You know Omaha has even played a game yet. They and played a game yet. They have 43 hundred followers on Twitter. I mean just think about how thirsty this T. This town is in order to have that type of following
",5
16732,9856348,"""We have the highest corporate income tax in the world right now."""," They could have got that anywhere people believed in the. why behind jumping jack text and I made it very clear but most importantly I drove so hard with technology and social marketing and that's the reason why I was able to cover so much more territory and get over 400 Partners in a matter of six months and other tax companies couldn't do it. And now we're the fastest growing tax company in the country right now. We've grown faster than every single tax company that is ever opened in their first year of business. So, well you have wow
",5
9161,4967448,"""You've been tremendously deceived"" by people who say the Earth is not flat."," These were some Anunnaki type fish people that actually came here and taught them some information. But but basically so you can keep going back the Zulu the Zulu nation in Africa they as well new of all the planets to shapes and sizes. So to say that the Earth is flat and to say that NASA is a liar. Okay, you can say the NASA light NASA has life. There's no doubt about that
",1
9281,8833158,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France."""," But if you take the society, what is the cost? What is the benefit benefit is marginal cost?. Which America is a classic example?. America spends 18 percent of GDP on health care about 10% from government at various levels over 8% of the private sector to insurance premiums, but despite that America is 3015 the world in healthcare outcomes worst among the rich countries spending way about any other rich country. Way above any other rich countries, it's a bad model. Canada is a good model
",2
11924,7962725,Female buffalo lead the herd.," Meaning that their DNA is free of cattle DNA. So when you eat a bison burger is not actually pure bison. It is Buffalo that has been you know, sort of mated multiple times with with cows and they are like more docile. They're easier to handle their like very much like livestock. Where's the Bison that I'm talking about are wild
",5
3508,7366290,"Says the Japanese military did not invade the mainland United States after Pearl Harbor because ""they know that almost every home had guns and the Americans knew how to use them."""," Warships bomber ships tanker ships they were all at the head base of Pearl Harbor, which is in Hawaii. The entire US Navy was sitting there and there was many warnings that any time. The Japanese are going to attack Pearl Harbor. They thought was Japanese. They are so weak and useless
",5
6057,2691931,"""The US has approximately 5% of the world's population and 42% of civilian gun ownership."""," That's how you build a Groundswell. That's how you build a movement and then, you know, when our next president, you know, when our next president like comes in the office, they read a report where. Yeah, someone says by the way, you know America is like the number one the gun Capital the world and there's like, you know per capita X number of guns for every single American. Well Bitcoins the same way now like Americans hold a ton of a coin and it's not like it's all held a coinbase. It's held in Treasures Ledger's steel paper paper wallets and safe deposit boxes steel buried up on Under the Mountain
",2
15199,1173031,"Says ""67 percent of marriages now wind up in divorce."""," No, I don't think so. No, he's just being smart just that you personally wouldn't do it. How are they 50% of marriages end in divorce higher actually now, so yeah, they say who got divorced divorced crazy. I was going through two divorces at this point right now 3-3 really who his ask. No, I think I know who relatives I was talking about his relatives divorces
",2
3172,2260334,“The coronavirus was invented and patented in the USA and then planted in China.”," We just started getting cases in the u. There's two now one in Texas and one in New York, I think but I was reading about it. And apparently there is a patent for the coronavirus a patent. We haven't invented it. Yeah, it was the patent was approved in 2018
",5
17182,3346975,"""Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about."""," It's always growing and they always think it's going to be a problem soon, but it never is so one thing. I just started pointing out in the beginning of 2019 and somewhat in 2018 was that for one of the first times in recent history where having a large diverse?. Since we're the deficit as a percentage of GDP is starting to increase substantially at the bullish phase of a market cycle. So normally devis go up during recessions or Wars like we had the last time that happened was Vietnam when we had the war in Vietnam. So for the first time in decades, we had a period where we were many years into a bullish cycle with no recession and yet the deficit as a percentage of GDP was
",2
17320,1479441,"Says a Portland school gives Muslim students ""their own school provided prayer room, prayer rugs,"" and lets them ""out of class five times a day to pray to Allah."""," They don't put these things in the I don't know. I think if they put these Foods in school did be less Outreach then then making profit out of it and have it in the shots where you think yeah, I reckon. Just like for schools in American Muslim parents. I think people would appreciate them put in like jerk chicken rice and peas or soda popular African dishes in schools. I've recognized to be appreciated more than corporations
",5
4066,10375834,Say Jeffrey Epstein is not dead.," I picked you in May. You gave me your take your balls for gonna let me rush you get the fuck out doesn't sound good at all. All right, where's Jeffrey Epstein murdered? Absolutely. I'm going to do Hillary Clinton Bill Clinton. No one of the multiple super powerful rich people that he has anything anything else come out
",3
4817,8833180,"""7 million more Americans are uninsured now than when President Trump was elected."""," Let us follow the bad things of America. to even in case of us the main problem in Insurance based schemes is that there is an extremely powerful lobby of the Pharma and insurance companies who try to increase the drug prices and also the same time make sure that most of the needs or most of the operations or surgeries required are not covered under basic insurance schemes for the charge heavy premiums high cost low impact until Obamacare came 27 million Americans had no insurance even. Only about 10 million are still about 15 17 million Americans have no insurance coverage. And unless it becomes an emergency the remote hospital because emergency care because the court orders is free. But somebody else is paying if somebody's getting Emergency Care Free it is at my costume and playing Freeman and I'm paying premiums
",6
9616,1477254,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," Um, yeah people like AA wound. I want to inject the flew into my child because it's not going to fucking do anything but protect them from the big boy flu, and people need to actually fucking wake up and understand that because really the only way your child's going to get protected if you are against vaccines or if your child can't be vaccinated is like everyone moving out to the middle of nowhere. All like I think it's 90 or over 90 percent of the population has to be vaccinated to prevent the disease disease spreading to those who aren't vaccinated. Yeah, which is a huge fucking problem because if you're not going to vaccinate your child at least tell other people to like if you can't you should be wanting other people to vaccinate their children. So yours doesn't catch the fucking disease
",5
980,5123678,Aluminum “is in the vaccine” and will hurt the brain.," It's in our air food water. It's everywhere and our bodies have become really efficient at detoxifying aluminum. So the type of aluminum that's used in vaccines is called aluminum. It's not injected directly into the bloodstream. Usually a muscle or subcutaneous tissue, its aluminum salts and vaccines
",2
1252,5666427,“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”," So 80 percent of electricity by 2030. They've the this isn't like legally binding stops it by the way. So 80% of electricity is they say want will be generated by renewable sources by 2030 and by that time they also say that every new car sold in the UK is going to be electric. Is that is Liz? Yeah, that's not like he is now that's marvelous mud. Yeah cyber trucks make they want to put a tax on frequent fliers, but they also want to reduce tax on people who only take one or two flights a year
",2
16027,1103745,"The U.S. military ""is in 130 countries. We have 900 bases around the world."""," To keep the economy going. It seems like the balance will shift rather to political power as in Revolution or to overconsumption as in climate change. Well this explains wholeheartedly why we have military bases all over the world. Why were the only country that does that and it's because we need to keep our labor interests and check in order to make sure that we have our the ability to continue exploiting our labor is basically there's so much more they can continue to. to suck out of us if we've already exploited so much labor outside of a so like I mean, we have to keep that up if they want to continue keeping the ruse that we're benefiting from this I thought it was to keep people safe
",2
9161,2307911,"""You've been tremendously deceived"" by people who say the Earth is not flat."," Well guys, you might be wondering why the hell would I be talking about this? So I'm actually not so interested in the Flat Earth debate. In fact, I think it is kind of ridiculous. I do not believe the Earth is flat. I mean I don't but I've been curious for a while. What are some of the arguments so I found this website
",3
9937,4973832,"""The Civil War wasn't about slavery."""," The Lost Cause myth was entirely and completely built upon contradictory false foundations to justify the confederacy's rebellion and eventual demise in the war. Most pro-confederate those who are sympathetic to the Confederate cause and staunch Southern Rebels. Like to say that the war was not about slavery. The war was about states rights. Not about the institution of slavery that that's what they say
",3
15307,6850446,"Says the New York Giants ""train in New Jersey, they play in New Jersey and most of their players live in New Jersey."""," New York City is such a big city that actually spills a little bit into New Jersey and what I mean by spilling is that. You may hear New York City, but in reality, it actually might be a little of New Jersey for instance the two football teams with New York in their title the New York Jets and the New York Giants. They actually play in, New Jersey. And getting back to Newark the largest city in New Jersey. Is actually the second largest airport that you might fly into if you are going to New York
",2
11780,596040,"The United States has seen ""a net loss of people with health insurance"" because of Obamacare."," Tell him it's communism explain it. Why how its Marxism? What is the endgame of feminism?. If you hear a government talk about Healthcare bring up this health insurance. Just correct, you know the little bit people were like being, you know, something to knowledge that you'll get doing it charitably of course, don't call anybody an idiot, but in reality if we want Western Society to be at least saved by obviously do all the everything we just said, I just got done saying but men's voices cannot be silenced. They got to be heard
",5
19681,3225931,"If the U.S. stops adding to the Strategic Petroleum Reserve, it ""will lessen worldwide demand for oil"" and reduce prices."," however, the US would soon have significant problems of its own in 2050 to the Texas oil fields ran dry making the country severely vulnerable to energy shortages and then in 2053 the new plague began to ravage the US population causing an estimated 200,000 deaths and prompting the government to close the country's International borders nuclear fear has gripped the country when in that same year Tel Aviv was. Droid by a terrorist nuclear weapon and in the following year warring Nations exchanged nuclear weapon strikes in the Middle East things started to heat up. That's basically what this is saying is the United States becomes more desperate for oil. We have a plague and then some bombs are released in the world through some sort of nuclear Exchange in the Middle East in response. The Americans began project safehouse a series of underground vaults designed to survive nuclear war or an epidemic
",5
10963,10252724,"Women still do not get paid as much as men, even ""for the same work, period."""," I don't understand the plight of a Jewish. I'm not Jewish or an African-American because I don't walk in those shoes. So this commentary is only coming from the things that I have read and I have heard and conversations that I've had with a lot of women who I care about and one of the main things that I think that the comes up, especially when it comes to equal pay in the workplace is equal pay for the same job. That's the main thing. We're not talking about people that are doing something different
",1
12883,7372071,Says Democratic Party created the Ku Klux Klan.," Who have been freed from the institution of slavery first by the Emancipation Proclamation, which was a wartime Proclamation wartime measure and then eventually the 13th Amendment. They now have no one in the South to protect them. from groups like the Ku Klux Klan. and the minute that the union troops leave the South. Not only will groups like the KKK rise back up
",5
3602,10508925,"""When Jesus was falsely accused of treason, Pontius Pilate gave Jesus the opportunity to face his accusers. During that sham trial, Pontius Pilate afforded more rights to Jesus than the Democrats have afforded this president in this process."""," We will discuss all of this in Greater detail in another podcast. Friday was the trial crucifixion and burial of Jesus Christ and is included in Matthew chapter 26 verses 1 through 61 Jesus spent that Friday early in the morning in and the illegal. And Hasty trial being mocked abused scourged and beaten as he faced his false accusers and those who had been trying to get him destroyed ever since the raising of Lazarus from the dead on this day would be his trial his crucifixion and his burial as Pontius Pilate examined Jesus that day. He said art thou a king then Jesus answered thou sayest that I am a king to this end was I born and for this cause came I unto the. World that I should bear witness unto the truth
",2
9427,4154334,"Says that Starbucks took ""Christmas off of their brand new cups."""," I'm just saying but we we take so much influence from the states that it's like mostly like Starbucks. Just doing Starbucks Canada. They're like no, we're doing our Starbucks holiday cups. Oh, they wouldn't they wouldn't start their holiday cups until the state's TV. I think it made Christmas starts with so except they would help us
",6
4676,955726,"Raising the federal minimum wage to $15 ""would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce."""," If he's gonna go somewhere else - what regulations? Yeah, you can't force me. I'll do it if it's makes sense and I already can't talk about this with this something as simple as pay raises or mandatory. Minimum wage, what do they do? They say? Okay, we'll raise it to $15 an hour. But then I don't hire anyone know then then they go to Automation and get robots to do the job for nothing. We're all about Energy Efficiency
",5
7746,595709,"""It's four or five states where the number of insurance options have narrowed"" under the Affordable Care Act."," But no one wants to talk about health insurance. Why because the government runs health insurance Medicare is government insurance government insurance. That's Medicare is ran by that and they dictate to every insurance company what to do what not to do then on top of that some states only have one two, maybe three or four. Can't sell across state lines of the whole thing. It's not Healthcare Healthcare is not the Prouds health insurance
",5
16801,7121776,China holds 26 percent of the U.S. debt.," China's going to start a war because they're going to want their money, but that I don't know that that's in line with reality because China's debt to GDP is higher than ours. Like it's not like, you know, if the US were to default on all their debt tomorrow and say okay, we're just starting over we're going to do a Currency Reset and all this debt is just forgiving there's it's more interconnected than that. China's not gonna be like, whoa, you're gonna give us our money like we own China's debt to and the vast majority of our debt is actually owned by. Private holders like something like 40 something percent of federal debt is owned by private investors. It's not owned by China
",4
1945,9165844,A photo shows Dwayne “The Rock” Johnson on Epstein Island.," It's not just women. I mean, of course we can go from like Alicia Keys to Carmen Electra to share but you've also done quite a bit of Men's Grooming and I see that you've on your on your list. It says the rock like Dwayne The Rock Johnson. I'm just so curious. What's that about? How did that happen?
",5
4366,9414738,"Says there’s ""no wait list"" for private school vouchers"," I see it in my school and especially other High School seniors is what the so deferral actually mean in terms of what the admissions officer thought of your application. And so what I see is there's two ways like most people look at this right one. It's basically the same as a waitlist and you know, the wait list for like tops institutions like out of maybe a thousand kids. Listed nine people get off the waitlist something like that. So basically rejected on that terms but maybe some people think of the deferral like as having a technical reason as for controlling the yield at certain universities, but it seems like nobody actually knows what the deferral means in terms of the admissions officers eyes
",6
5236,12326420,"Says marijuana is ""legal in most states in this country."""," So yeah, you know and and you know, I'm even here in the states. I mean certain, you know certain certain. States in America cannabis is now legal but you know for whatever reason if you cross into another, you know another state it's it's not legal. Yes funny in that that enough, you know, as an outsider you think you would never think it's um, so different in different states. You think it's just one little country
",2
7595,7151660,"Says Indiana Gov. Mike Pence ""advocated diverting taxpayer dollars to so-called conversion therapy."""," You don't see nice tongue a lot and. Now the next motherfucker who come up behind them, which we pray is not pants. Yeah, that's the only downside to him being, you know removed as that you have to deal with Mike Pence in this motherfucker believes in conversion therapy. So there's that go and break that down for them will convert so conversion therapy is this idea that you can make someone who's gay go straight if you put them through intense Psychotherapy and whatever the fuck else they can pull out there as to think that we need like they believe that there is something mentally wrong. With us and we have to go to therapy me
",2
7962,4090494,"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese."," Do you think it's a hoax? No way. That's what you Donald Trump if you think that. No, I don't do said China cause global warming is a hoax made by China. That's just what I wish my sister was saying the oh, yeah tennis coach by the way, shout out to you Richard, but he said global warming like the effect that humans have on the earth. Can there's no way it could be as significant as people make it out to be I think like the Earth is so big that we could be by
",3
7017,9859619,"""(Charter schools in Missouri) are actually failing in a greater capacity than the public school systems."""," In favor of charter schools. So I'm looking at this post and I'm realizing they are using their platform right now in my opinion. Yeah to say look we need more Charter Schools, see how these parents can't get their kids into Charter Schools. They're not saying no, we need to figure out how to put Public Funding Charter funding put there in the public buildings. Why are they charter schools? Because it's called that it's still a public school
",5
16202,7297138,Says his Twitter account has 1.3 million followers.," Skin startup times on both platforms. So we're about four and a bit thousand on Twitter and we just as it yesterday. He pulled thousand followers on Facebook. So I mean that's huge. I'd love to we've just gotten access to some more information on YouTube
",5
15003,2834958,"The CBO says the cost of health care reform will rise to $1.8 trillion, ""increasing the price to far greater than the $900 billion"" originally projected."," This is more than twice as much per person as compared to Japan 1760 dollars which Eve we disregard microstates like Monaco is the country with the highest life. Expectancy Germany spent two thousand three hundred sixty four dollars per person. Oh vcd data from 2009 shows that the health care cost increased to 7 thousand two hundred ninety dollars per person in the u. 3588 doors in Germany 3763 dolls in Austria and 4417 dollars in Switzerland these cost. Also Rose considerably based on gross national income
",5
144,2590376,Children and teen suicide attempts “skyrocketed 250% in 2020” according to “one study done by a hospital.”," Because you know what? It was about me. You know why it was about me because I hate myself. the amount of suicidal ideation. I have bouncing through my head. on a given day
",5
8653,82925,"Half of illegal immigrants ""come on legal visas and then overstay."""," Course around 2001 When September 11th happened and all this stuff. I the guys that I know we're not from the United States. So when they started checking into all these people that were here illegally it's over extended their visas overstay their visas and stuff like that. They ended up catching the guy that I was connected to he ended up in turn setting everyone up for the f. Hi, and that's when it all came crashing down for me when I was six weeks past my 21st birthday
",2
1486,3078191,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”," This is not something that is talked about in pediatric appointments. We just do a we don't really know what we're getting but the doctor said to do it and I feel like there needs to be more advocacy on the parents behalf. So with all that said again, I think there are some vaccines are incredibly effective and they have eradicated some really deadly diseases. And then I think there are some vaccines there on the schedule that. I like to kind of question and say is this actually very important for this child
",5
5609,11612627,"Says Democratic Senators ""demand Supreme Court nominee not be unduly influenced by U.S. Constitution."""," it's were only too happy to take they began looking through cars Wells public record with the intention of proving him a liar as for Nixon. He stuck to his guns. He even implied that if the Senate rejected a second nominee, they'd be violating the US Constitution's separation of powers Nixon claim to believe the Constitution granted the president and absolute right to appoint the Supreme Court Justices of their choice, but in. Of process that wasn't quite the case as we saw with Judge Clement hainsworth. Let's delve into the process behind Senate approval for Supreme Court judicial nominations to be confirmed cars Wells nomination would have to survive two key votes first the Senate Judiciary Committee composed of 22 Senators had to vote on whether or not to move the nominee forward to the full senate for a vote
",5
3450,11171316,Says a video shows the helicopter crash that killed Kobe Bryant.," Sunday want to eat? Yeah, and I say whatever I say my intro that I always say and all that was coming out of their mouth was won't take nothing. Right and I just remember all four of them looking at me and I asked him I said it. Can you guys just give me a second? Like I just heard Kobe died in a helicopter crash. I need a minute and they say go go go take. Minute and I went to the back and I took a deep breath and I had to go to I just went to Instagram and looked at I opened up my phone and there's thirty six missed calls and 25 text messages our group chat was on fire and I'm like this is this is happening and I cried I cried I did I should just it was pure adrenaline in the back
",2
4066,11145020,Say Jeffrey Epstein is not dead.," Well, yeah, it's a network of Shadow government Democrats, you know, have you ever heard of a thing called q and on hell? Yeah, where we go what we go all man. Well, they're pro-gmo and their Pro this farmers market Yeah, man. So all this to say Jeffrey Epstein. Well America a patriot who did not kill himself. Oh well erase Smith
",6
9161,9764234,"""You've been tremendously deceived"" by people who say the Earth is not flat."," No, I think are you a flat earther? Come on, bro. Yo know there's a disc Flat Earth risk. The Earth is definitely flat. Oh boy, if the Earth is flat and why our bridges like this like what like the Golden Gate bridge wasn't parked. It starts the other way
",1
9616,9821381,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," So what that means is vaccinate animal doesn't appear to replicate wild-type fires. And that's something that is pretty pretty good for a vaccine profile for our safety wise. It's because it has less of a chance for the vaccine virus to ever recombine with wild type virus. Another thing that we see is that we don't see vaccine virus shedding. So what that means is if we put an animal that is not vaccinated and with are vaccinated group of animals
",5
18751,7299150,"""A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases."""," So however, we're defining dld and even in it. Live so the medical community has put in place and extensive screening program for identifying breast cancer. The mammograms are out there women are encouraged to receive mammograms, even though the rate of breast cancer in women overall across all ages is about 10% and that's interesting because we estimate the rate of these children. We're talking about here is between seven and ten percent. So a massive mammogram screening protocols and encouragement are in place
",5
10869,8442067,"Says female genital mutilation is ""a central African problem,"" not an Islamic problem, as Bill Maher suggested."," It's really for me. They say that one and two and three but I don't see any different type because everything is cutting and you know sewing back together and making little hole for young girls to have you know, we and that's it. So and then also one thing I want to make it clear is that the female genital mutilation has no in place in Islam. So it's a very important so cutting is not something I read parts of the Quran. I was educated by parents that did not want us to be ignorant about other religions
",2
13733,10516010,"Says Mitt Romney ""just gave a speech a few weeks ago"" and said ""we should still have troops in Iraq."""," They would never perish neither could The Temptations and the fiery darts of the adversary overpower them unto blindness to lead them away to destruction. I love that verse president Marion G. Romney said for what of a. A knowledge of the true and living God the world is today dying and please do not be deceived such a knowledge is not widespread. It is true that in there great concern about world conditions men are almost frantically proclaiming from the pulpit the platform over the air and through the press that a return to God is the only way out of our difficulties
",5
3094,8808086,Says coronavirus is just “the damn flu.”," They're in hazmat suits in the fucking plane. What the hell damn wait. So what's the deal with coronavirus? Why is it so scary? Because you just die from it. It's just one of the I guess it's one of those viruses that is I would assume highly resistant to anything we treat it with we'll find a cure in like 30 minutes. Yeah, now that it's in the United States and then you know, of course viruses they just spread like wildfire
",4
4399,11629147,"Quotes Valerie Jarrett as saying she is an ""Iranian by birth"" and seeks to ""change America to be a more Islamic country"""," It has nothing to do with Envy personally, right? He's a good he's an Egyptian Muslim dude, but it's all about him trying to get laid in New York City and trying to live his life, but what's great. Hulu had the balls to take a chance on that or let me give you another example when our buddy Roseanne Barr did that tweet that was saying Valerie Jarrett comes from the apes or whatever. She said as she basically made a derogatory comment about Valerie Jarrett who is a African-American but had been born in Iran. She made some kind of comment that was very derogatory against black people instantly her show was cancelled now, did you know that the president of ABC television where the. Roseanne show was the president of ABC television is an African-American woman
",2
16202,4321275,Says his Twitter account has 1.3 million followers.," Look it's not quite the point is so this dude use this. Get up his Impressions because he needed that to get this deal. Right but afterwards his tweets 30 likes right that one may get a couple thousand but now his followers. Does he have bro? He has a he has 50k he has his about the same as me 44 candies and he's getting 30 likes on three. Yeah, and I'm Buddy Buddy Buddy sighs where the hell is my ticket, but he's also getting five but he's also getting five million YouTube views and that you know it
",5
4130,809044,"""George Washington, as many don’t know, was not the first President of the United States. The first President of the United States was one John Hanson, and he was a black man."""," So like that's not music and don't click on we're setting the precedent where George Washington letting the president. Precedent president of a resident worry no. George Washington the first president of the United States. Yeah set a precedent that the president he what you did precedent for another president. Wait, that's kind of true though
",3
11241,4911872,"""For the first time in history, (Thor’s) hammer is being held by a woman."""," Don't Force It Don't Force the ladies. That's yeah that I mean that goes for any aspect of life. Force It Don't Force the ladies we discuss some things we didn't we didn't like I think probably the best moment of the whole movie we were talking about this before and I believe you have it in our notes Here is when that hammer moves a little bit when Thor is getting his ass kicked and that hammer moves a little bit. Oh baby, my hammer was moving a little bit on that hand moves a little bit. Let me tell you about that brother and everyone's like oh shit and boom it flies right in the Caps hands and the theater loses them
",5
18525,3199252,"Says he was ""a Marine during Vietnam."""," He has like old sailor tattoos. I think he was just in the Army. I know he was in the armed forces don't know if he went to Vietnam some might someone might have to fact check that next time. They see him, but all right. But this man, I he just come up and he's like a brother
",6
2958,4251045,"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package."""," There's a certain entitlement that is now attached to the whole PTO bucket. Um, and if you want to know more about that, I strongly recommend you talk to your employment attorney because one of the risks is that if an employee is pushing back, they didn't get their full PTO and they're only got their paid sick leave then the entitlement is at this point that they're entitled to that whole PTO bucket. So more and more government contractors are now starting to separate vacation from paid sick leave again, and it. it's really super complicated when it comes to se a contracts and those employees who are designated as SCA employees as well. So it's not as clean and cut and dry as it once used to be but it kind of depends on where you are
",5
2360,4754729,"Quotes Tom Brady as saying, “If anyone on my team kneels, I quit.”"," It's the New England Tom Brady owns the New England Patriots. Let's just be clear. Tom Brady's say stop. It's not a craft. I do realize that this is a topic to talk about but I'm kind of with Kevin
",5
14432,4849300,"Toothpaste contains ""the poison substance of fluoride."""," And the first thing he thought was that it was a titanium. IAM toxicity reaction to Titanium is actually in a lot of foods in a lot of prepared foods. It's a common ingredient in everything even in toothpaste. You'll have titanium anything that has a white cast Silver cast are great cast to it probably has titanium in it. It's encodings and candies and as you can see, I like my food
",5
18208,6759699,"Mortgage fraud is ""up 400 percent in the last five years."""," You'll need 20% for an investment property. I think it's amazing that when this article was written it was feasible for people to purchase property with only a three percent deposit. Well, we know in the states they were doing a hundred percent mortgages or even more hundred and five percent. It didn't end very well. You can watch the movie on the GFC
",5
12437,6364856,"""Nobody's addicted to"" marijuana."," He's still able to do the thing. He really loves to do and maybe I won't look back on it as a regret because he's so young and still so talented. A lot of people say that marijuana is not an addiction drug. It's a drug that can be stopped whenever you want because it doesn't have I guess the the body doesn't forget. I don't know how to describe this
",1
10654,1868359,"""4.7 million people have lost their insurance in 32 states"" due to Obamacare."," So here's the list first client experience just make what goes on today better and there is a lots of good ideas around that second is you know, we talked after a big storm. We talked about the economic gap between, you know, I'll storms that it goes through Houston and then the financial. We'll talk about well, there's a 40 billion dollar insurance loss and then there's 80 billion dollars of people that should have had insurance but don't have insurance. So the whole loss is a hundred twenty billion so we can start to go after creatively the ikan we call the economic gap between the actual sort of lost that was possible and what who actually went actually got it went about getting some insurance and some protection most of the value in the world is intangible yet. We do very little
",6
3,9029984,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people."," So what we're going to want to protect those calves against and this is going to certainly have some geographical considerations. But essentially we want to protect those calves against the diseases that they're going to be facing throughout that summer time. Now, there's they're going to see some some diseases where we don't have great vaccinations for but we're going to vaccinate them with ones that work. And ones that are going to help save their life. So the typical first one that we're going to talk about is the respiratory viral pathogens
",5
19159,11103938,"""As many as 22,000 Americans die each year because they don’t have health insurance."""," So he didn't get insurance, but he died his widow was left with a bill in the hundreds of thousands of dollars. All his friends are donating including me to help that that's what really broken system and that he's not the only one they are so many people who are in this situation they are down on their luck. They don't have insurance 30 million Americans don't have insurance. They have to juggle multiple jobs Time magazine that just did an expose on American teachers. So we talking about education Right Time magazine sex for seven Americans
",5
980,5123687,Aluminum “is in the vaccine” and will hurt the brain.," Everywhere, so one study looked at the aluminum levels of children using blood and hair specimens and before they looked at it before and after receiving their vaccines and to conclusions were made from this study one. We all have varying levels of aluminum based on our diet the air we breathe like if you live next to a plant that was off-gassing a lot of fumes into the are different variables. Butte to the amount of aluminum that we each individually have in our bodies and the second conclusion made from this study is that absolutely no correlation was discovered between pre and post aluminum levels after receiving the vaccine. So I think the bottom line here is that whatever aluminum is in our vaccines. not important compared to the amount of aluminum and everything else in our life our food our air our water that we are exposed to every day
",2
5957,7258309,NASA Has Just Confirmed Earth Has A New Moon," Is in each sign about two days, right? So we have a little time to work with it. Sometime early Tuesday morning through Wednesday evening would be a great time to practice any ritual in line with this new moon in Sagittarius. And the new moon is the beginning of a new moon cycle. So following the cycles of the Moon teaches us to allow for change to allow for different types of energy. Our lives there is time for expression and expansion there is time for reflection and release
",5
4272,2050765,"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future."," So it's not about Facebook then the breach, okay. Yeah, yeah, I mean nothing as good as far as an absolute. So, you know like a couple of years ago when Mark Zuckerberg went to cool, you know about like giving out get out everyone's data. Yeah, the said yeah that front that will not lie. Not his fault Ben woman's career Major child to Boomin you will get you on soon then you should
",5
10941,5726028,"""Super Bowl Sunday has the highest rate of domestic violence."""," Um one more here domestic violence. That's a big one normally here in America. I think one of the days where we see the most or the highest rate of domestic violence has on Super Bowl because a lot of these husband's, you know, they go and they get drunk and be drinking beer with their friends and stuff like this and then they get mad that the team lost and next thing, you know, the wife comes in says honey. Do you want to go to the park tomorrow?. He's like what the heck do you talking about? You know, he just goes off on her the he starts hitting her
",2
2941,7714617,"Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”"," It has it has it might be a bad guy. Well at this rate at this rate if it is if it is the fucking coronavirus inside the system, that's very unfortunate and it's going to be really fucked up for New Japan because. If you've read about the coronavirus, it's very it's it's it hasn't killed a lot of people. It just gets them sick. Yeah, just get some really sick
",5
5617,11277390,"""Our courts find that 80 percent of those who do file for asylum aren’t qualified for it, do not merit that relief."""," There's a lot of forms to fill out. It's quite a complicated. So in theory anyone who is seeking protection is eligible to apply for Asylum. So as soon as you arrive in the country of choice, you could apply for Asylum and following this I should be a screening interview you get placed an accommodation and then there will be an asylum interview where you can be accepted or rejected. But in reality, it's much more complicated than that in the UK
",2
2377,11980088,Bank of America just pledged $1 billion dollars to Black Lives Matter.," I think it's really annoying that he hasn't spoken out about it. Like it's he's been silent like dead silence what is going to say, but I know but he's probably got heaps of publicist I could help him, but it's just like if you're going. And perform donate all that money to like it's black lives matter the whole life to a funding or like most of it. You know what I mean? Well like stand and say like look, I don't support this or like that at all. All like just don't do it because he's always been for LGBT q i rights and things like that
",5
9478,4784367,"""Most Americans are now getting their news from Facebook."""," Who is that? That's the deal with a bunch of wives Oh Oh Sister Wives. Why people? Yes, yeah Okay. So we've got more news from Facebook coming up. Thank God this week. They also said that they might be removing light Counts from Newsfeed posts
",5
11525,9702799,"Human activity is not ""causing these dramatic changes to our climate."""," So why were the previous two sentences complex? They were complex because they compared to things so a simple because plus and what I call SV o subject-verb-object a regular sentence structure, they. Subject verb object compared and object to things so that is a SVO sentence subject verb object that will be important later. Now, there are still more formal ways of talking about of using because so you could say the climate is changing because of human activity. So because of their is followed by a noun and. For more formal similarly you could say due to the fact that and that is followed by a SVO a verb
",3
