Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
17618,10234713,"""Animal abuse is often an indicative trait of future acts of violence against humans."""," I'm Vanessa Richardson, you're listening to Tales a par cast original every other Saturday. We dive into the dark origins of another fairy tale this week were telling the story of the dog and the sparrow a lesser-known tale by The Brothers Grimm the tails on this podcast are dark sometimes scary and full of adult themes as a warning. This story features violence and several instances of Cruelty toward animals. Please exercise caution for children under 13 at par cast. We're grateful for you our listeners you allow us to do what we love
",-1
19241,905829,"""Why do we have automatic citizenship upon birth? We're the only country in the world that has it."""," The birthright citizenship is for illegal aliens that come over here and they use the 13th Amendment to support their cause I'm on a project that y'all my family immigrants from Jamaica illegal when they came here for the illegal. Should we call Isis? Anyway, we weren't really talking about illegal people that come over to this country and have anchor babies and when. Were born in this country you are automatically a citizen. It's not like that in most countries. You can't go to Russia have a baby the baby's Russia
",-1
13864,5233784,Says she is a registered nurse.," Why maybe they're not catching on but like I was watching this and I'm I thought was how are they? How is she getting away with this? Because it seems like she's been doing it for quite a while change yakeen going. I might maybe we'll see more through the season of the problem she had but I don't know and then maybe she just was I think she just really good at covering up your tracks and not getting caught or at least being able to get away so hmm, exactly and so. She you know, she gets jobs as a registered nurse and were yukkuri. I mean, I feel like as the season goes on. We'll learn more of her backstory
",-1
10302,5968580,"Eliminating affirmative action in admissions in Florida led to ""more African American and Hispanic kids attending our university system"" than before."," Still remain very absolute segregated. Is that something that you plan to address that's presently absolute how so and what for let's and just for the listeners audience for the listening audience Brown V Board of Education was decided in 1954 and by unanimous Supreme Court led by Earl Warren former Attorney General, California, but also Thurgood Marshall's work informed and and he was a leader in good at the in that decision to desegregate America's schools. Yeah, and it took decades before the schools were desegregated against a push in America to affirmatively try to segregate the schools. Is that post Brown V Board of Education when the school started becoming desegregated you saw a flight out of public schools? That's when it doesn't take a lot of work to see the historical context where then these families with resources started shifting their kids who they did not want to be educated with black students shifting them toward private education, which was not as much of a thing especially from. All class upper middle class families in America and it started to become a thing and with that went the resources
",-1
10196,7546273,"Repealing Obamacare saves ""our nation more than $2 trillion."""," She's living in Miami. There's one dose that she needs it goes 2.2 million dollars for one dose even Obamacare. Don't sort that out 2.2 million Jordan stand what that means?
",-1
9208,4982020,"The United States has a ""record number of abortions year after year after year."""," So no matter how okay again is good that the woman is in better condition in there. But there is a deaf still happening and that is with the child. Here are some of the statistics of abortion if you don't mind from 1973 from 2011. Can you see that from 1973 through 2011 nearly 53 million legal abortions. 53 million legal abortions occurred in the United States
",-1
9616,3078202,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," This is extremely uncommon and. In very very few percent of the populations this can happen, right? So there's risk and giving vaccines. There's risk in not giving vaccines. So this individual about 2 million dollars in coverage because of medical bills and everything that's there. It's going to impact his entire life because this child did not incur brain damage or anaphylactic shock
",-1
11192,1656462,"The states that are doing ""better"" are the ones that have no state income tax."," Losers with no brain cells and you know, you guys were single-handedly ruined encounter for California. I mean the laws in the taxes that are you know thrown upon us as Californians is absolutely asinine right. I mean you go to like the great state of Oregon for example, and you don't have that type of tax. It's actually different ways and every state there's arguments to be had, you know, every state they just roll it into something else for example, California DMV fees. We have the highest emissions in California we have
",-1
9105,9929642,"""Americans haven’t had a raise in 15 years."""," We work in average equivalent of six to eight more weeks. Year that a generation ago with worse results. The American middle class has not seen a raise in 15 years. Our middle class is 20% poorer than it was 30 years ago middle class families are increasingly spending more on basic needs. For the first time in over 50 years the majority of our public school children are poor our poorest 20% would now be better off in 10 other countries
",-1
3772,5992113,"""There’s more African American males in the penal system right now than there were (enslaved) at the height of slavery."""," It is the new Jim Crow and I still say things like this to audiences. I was just in Iowa and when I say it out loud you hear the audience or react is like that can't be true. When I say that there are more African Americans now under criminal supervision jail probation prison parole more African-Americans now under criminal supervision than all the slaves in 1850 and it's. humming lie because of this so-called War on Drugs people only think it goes on there's more marijuana arrests in 2017 than all violent crime arrests combined and they're disproportionately arresting low-income black and brown people who then get a life sentence for that. You have one felony arrests for marijuana
",-1
16202,8702305,Says his Twitter account has 1.3 million followers.," Saying if this gets 20 million likes he'll release the album before Christmas and still stuck at 11 million. Are you for real? Yeah, I'm kind of disappointed that dang peez. How many followers does he have a hundred Twenty-One million, so you're telling me like a sixth of his Instagram would just have to like it. So that's that's insane. No one else is in that is the Instagram algorithm problem for you right there
",-1
4864,3410654,"California’s deadly wildfires ""would never happen"" with ""proper Forest Management."""," Even if you still want to keep talking. out the weather you could have like before during and after pictures for various natural disasters or environmental changes for instance, maybe pictures of the Amazon rainforest before the big forest fires and after and maybe also pictures of something that happened in the u. Maybe the California forest fires that happened a while ago before and after. In order to use this in the Cycles on I'm sorry in the phases of cycle one on personal preferences. You can put four or eight depending on how many voting slides you want to have four or eight pictures of various things various examples of a topic or theme so you can have four pictures of different kinds of notebooks or four pictures of different school supplies
",-1
1991,10165237,Photos show children in cages.," We have to secure our borders we have to secure but okay, let's sit down and talk about it tape of Schumer say they don't want to do it because they don't want to give this guy the opportunity to take a victory. That's what it is. So that's why those kids is supposedly in cages. They're being used as pawns. We talk about this shit all day there
",-1
10545,10079093,"Regarding sexual assault against women, ""It’s actually safer not to be in college than it is to be in college."""," And so it's a more inclusive game and part of what it includes is those parts of you that you'd cast off because they were socially inappropriate so,. Often you Freud's comment about that sort of thing was that was often sexuality and aggression partly because those are kind of individual in nature and they're kind of harder to integrate into a social group and people will take offense to them. I mean, look what's happening on college campuses universities are spending more time worrying about sexual assault. Then they are worrying about education. And the reason for that is it's the reason we're just describing is that sexuality and aggression are very hard to integrate
",-1
3826,409593,"""To be clear, I’m not talking about confiscating anybody’s guns."""," I'm okay start with them. Well, let's start and finish with them. We cannot confiscate guns from law-abiding citizens. Now, there's not enough ATF agents out there. There's less than 2000
",-1
2275,10164896,"Black Lives Matter ""injures 1000 police officers kills 36 people and does $8 billion in damage."""," That's why there's so many more shootings in all these neighborhoods. Look what happened in the projects recently in Brownsville. What happened? You know, I'm black lives matters black lives matters when it comes to the cost of black lives should matter in the communities. They live in there's so many black men being killed by black men, you know. All these kids being killed in these in these ghettos
",-1
2593,2668715,"Wearing masks for the coronavirus “decreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.”"," This is like one instance where I'm like very confused. Do you see pumps picture on the plane? He's like I'm taking zero risk or whatever and he was wearing like the cheapest mask ever as long as possible. Supposedly The Masks help more for if someone's infected. They won't infect other people than actually protecting you and you don't want to rub your eyes people shouldn't rub their eyes wash your hands as much as possible use eye drops of your eyes are itchy my eyes, aren't you just talking about it now? I can't. Them I've been washing my hands a lot
",-1
3620,10753583,"Says Koalas are ""functionally extinct"" as bushfires in Australia continue to destroy their habitat."," But this this segment we're going to talk a lot about animals, right? And we think it's really really important to understand that Australia is suffering from the fires that they are really really badly. It's it's devastating a lot of. Different species that are only indigenous to Australia much like the koala which is now endangered because of it. So I really want you guys to understand that we do inherently think that we need to take that seriously and donate to it. I know plenty of people are so and we would leave a link in our bio for our website and a link to where you can go donate to help Australia and just literally helped save the koalas
",-1
4600,1544943,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," If you don't spray it, it's okay. You don't have to like email us. Anyway, so more of them gone to college, but they're stuck in low paid jobs, and then they have all of this increasing student loan debt. Don't even get me started on the student loan debt topic, right? Yeah, how many people on the Facebook's have been like, well, I put myself through college working part-time and summers at a grocery store. He know what I would have to do to be able to flick I wouldn't be able to eat drive a car have lights
",-1
3406,9707735,"“Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion.”"," It's just not there at all. So 19 is not given. 20 could you guess this now it says the financial costs of environment environmental damage widely recognized. Well, I think we've already said that nobody realizes what the costs are and indeed paragraph C says consumers rarely make the connection. The too many the costs may not even appear to be Financial at all
",-1
3438,5829551,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China."""," Those people are themselves going and reporting to the hospital's there is there are a lot of other people who might have had who might are have been injected with coronavirus who still have this coronavirus, but I overcoming this overcoming in the cells. I have not shown that degree of this or disorders or problems is that they do not need to go and get themselves check. So all the statistic about people having coronavirus and being in the deadly State other ones who have just reported themselves and if that's the case, then there are lot of people in Wuhan itself who might have had this exposure to these virus strains but have had no problem. So there is still a lot of research is which can be done and there is lot of scope to look into this matter, but for now. The disease does not have any vaccinations or a cure
",-1
3080,8014317,“No city in the state can quarantine itself without state approval.”," Because like same thing like the whole Buffy thing like I'm like stop living on a hellmouth. What is wrong with you guys? Like if everybody's dying around you move? Well sure. I mean, this is a city that's been quarantine. They had a huge Riot. They've got a prison a private prison that's being built on there that's being used
",-1
11421,8842108,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt."""," A lot of these new products can act as the Blair to our Ron this emergence of financial technology otherwise known as fintech was started by entrepreneurs solving their own frustrations with the system. I graduated from college with a bunch of student debt. And as you know, the student debt epidemic has reached unfathomable levels. That's what Peng founder of North Star money a company that helps you automate all your finances and provides a human advisor as well. The frustration will wanted to solve was around his student loans
",-1
15289,9857974,"Says Pennsylvania charges a top income tax rate of 3 percent and Delaware ""has no state income tax at all."""," So like I said Delaware takes 50% of the revenue. The Jersey didn't release their two figures on how much they take from. So Delaware takes 50% 50% of the Revenue tax. So let's not the cut you off but so I didn't I didn't realize that. The tax that is paid that gamble gambling institutions pay right? So we're in New York, right? I know we have listeners all over but we're in New York
",-1
14432,6381931,"Toothpaste contains ""the poison substance of fluoride."""," I think it's my personal opinions on it is that they like they put waste their like terrible waste like horrible shit that they don't even want they put their like it's that's part of it. Alright mother's fluoride in the water. Why is there fluoride in the water? I don't have it use fluoride toothpaste. Flora if you look in watch those documentaries for it's terrible, it's not really that good for your teeth fluoride is a compound all rat poisons have sodium fluoride. It's the major thing sodium fluoride and it's a Prozac is a compound of fluoride to so Europe
",-1
12883,640670,Says Democratic Party created the Ku Klux Klan.," It might have never been revived in the early 20th century without the fame and notoriety. They gained from James Heintz death DW Griffith may not have chosen to feature the clan. So prominently in Birth of a Nation, of course the Ku Klux Klan. An is far from the only hate group to haunt the United States history. It's possible that other similar organizations would have sprung up in its place, but maybe they would have struggled to recruit enough members to grow into a nationwide movement without the name recognition that the KKK and joys
",-1
5284,6823142,"Says he ""did not try to leave the scene of the accident"" that led to his arrest for driving while intoxicated."," Okay on Tuesday the 13th of May 2008 Brandon Swanson who was 19. I was in Minnesota visiting with his friends and he had just completed his first year of college and he was out at a party in a place called Lind between so we went to a party with friends. He was driving and people like to party described him as not being drunk, so he wasn't intoxicated. Gated where are we the world Minnesota? Oh, yeah. Fucking Minnesota isn't it or Florida always Florida
",-1
9164,9929635,"""Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%."""," Whereas each generation used to be better off than the previous generation that is no longer. The case child poverty is the highest it's been in 20 years. Is one of only four countries in the world where the maternal mortality rate is rising instead of falling 60 years ago. The US had the 12th lowest infant mortality rate in the world my 1990. We were 23rd by 2008
",-1
4965,7324124,"Says as a Schedule 1 drug, marijuana carries a designation that means it ""should not be researched"""," Do you want to talk about that a little bit?. Yeah, I am very familiar with the world of sacred medicine in general for taking care of some kind of big deal stuff and you know that includes peyote Ayahuasca DMT and MDMA and things like that. They're all schedule one drugs that just like cannabis have been proven to have medical benefit right that don't deserve. be in the schedule one category long story short, it's pretty amazing that the FDA the federal government of the United States of America is not only sanctioned the MDMA trial program for the research company Maps out of the University Johns Hopkins, but they're the the FDA is actually I think producing the pharmaceutical grade MDMA. For the trial our government is making it being addressed
",-1
6096,7272978,"""There are more guns in this country than there are people."""," In my opinion is a mental health issue. So I think conservatives say, you know, okay, the gun isn't the problem the Liberals say, well, we need to limit access to guns. Well, let me just tell you there's more guns in the United States than there are people and there's 300 and like 25 million people. There's a lot of guns and they're not going to just disappear and even if they do get some people to like bot, you know, send guns back in or whatever like. If you have laws the crazy sick people aren't going to follow them
",-1
18498,7244568,Turkey is an Arab country.," Are you found them quite quick as well. So I'll let you describe what the photo is. So it's us in Turkey. I don't know how many years ago in a place called Blue Lagoon and well-known. Pedalo beardless looking rather young
",-1
13864,9271487,Says she is a registered nurse.," Now we thought that she'd be perfect for the role because she is a retired nurse. We're like, all right. She is the nursing experience. All we need to do is put her in a kitty cat sweater covered with vomit, you know some some fucking some really shitty. Nylon pants and we're set she's good bring her out with the Tardes
",-1
12745,9707687,"Farming is ""one of the fastest growing areas of our economy."""," It's more actually more possible more feasible. He thinks the government needs to create a sustainable competitive and diverse. Farming and food sectors. So, you know we talked about task to when we say what the government should do. Well, here's a perfect example, which will contribute to a thriving and sustainable rural economy thriving successful sustainable
",-1
8032,5509113,"Heroin comes in the United States ""from the southern border."""," is doing what Joe had told him to do and one of the things that had led to was the establishment of that 77 group Council that Nikki was in charge of and they acted as the same way mob families that makes so much sense. So getting this education from Joe gallo and prison and then coming out and setting up under that model was part of his education was an agreement made between Joe gallo and him that they would use the mafia to help get the. Heroin in from overseas. Well, it wasn't so much an agreement between Joe on him Joe. Let him run his own his own business
",-1
3338,2776937,“Kobe Bryant Is Still Alive and Faked His Death LEAKED FOOTAGE”," You know and then my friend my friend texted me. And he said it Kobe really died question mark and then I text about what are you talking about? And then right as I sent that text he called me because it's not said guy is he just feel son at X and then call you 20 seconds after and. he said did Kobe really died. And at the time I'm like my dog what see I've a Siberian Husky that I named after Kobe Bryant and him Kobe because that's what that's where my head went right away with my dog cuz I live in a farm and I was like, what did he get hit by a truck? Did he get hit by a pickup on the road?. Did my dad not tell me yet
",-1
8697,9084134,"Says Ted Cruz’s father ""was with Lee Harvey Oswald"" before the assassination of President John F. Kennedy."," Like only like only like deranged Baby Boomers expect like both sides, too. Carry themselves in a certain way like how does anybody still pull leave and that nonsense like Donald Trump is President? Okay. He accused Ted Cruz's dad of killing JFK. He's paid off pornstars. Probably like why do we still do this nonsense about both sides?
",-1
14134,5214154,"There has been ""$5 trillion in debt added over the last four years."""," Are we really going to allow the hegemonic banking system to charge depositors for storing our digital Fiat in their insecure panopticon Banks. China's real estate market is shaky and long overdue for a correction Capital controls and seeking yields in a cooling economy have led to inflated real estate prices in China what happens when the market corrects and everyone rushes for the door better have a plan B and the US. Is currently over twenty two trillion dollars in debt. However, don't expect the u. To default on their obligations former fed
",-1
9681,10562022,"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air."""," And sometimes it surprises don't make progress as that people are not educated on the importance of changing Lifestyles. Now, there are also some political factors and countries have different opinions about the right course of action and this can spread uncertainty countries aren't sure what other countries would do when presented with a potential International agreements so they can be hesitancy to sign anything. There are also some scientific fact is because scientists don't agree on the causes and consequences of climate change. There isn't a consensus. And this is preventing scientists from making significant advances
",-1
3232,635020,"""Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus."""," Today, for example, you don't you don't use a glue gun when you're trying to repair a muffler. You don't put your welfare check rate in the vlts you go get it turned into fives first. And on top of that which something I didn't know before I got in here is you don't get the Corona virus from beer. So that being said, it's a beautiful day out there. It's more of Duty suit whether I'd be wearing long sleeves measuring pants, of course is just the suspenders everybody
",-1
3450,3340388,Says a video shows the helicopter crash that killed Kobe Bryant.," I can't come to you today with. Well right now with a very heavy heart in a very very very dark news. Kobe Bryant has just been killed in a helicopter crash in Calabasas, California not too long ago. Yeah, Kobe Kobe is dead that Mom is dead. and it really is just
",-1
5617,11277414,"""Our courts find that 80 percent of those who do file for asylum aren’t qualified for it, do not merit that relief."""," I think it's important to mention in the UK. Most people are rejected from their Asylum claim in 2017. 68% of all Asylum claims were rejected. So how long can these processes take them? So you mentioned people are often held up in detention centers. How long can people expect to be held at for terrifyingly people can be held indefinitely
",-1
6525,10937377,"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on."""," Culinary skill where you can essentially dictate incredibly funny highly grammatical intensely readable copy pretty much straight off the top of your head. I'm sure he'd done a bit more is the old joke says, you know, I think he's downstairs. Someone said Winston Churchill. I think he's downstairs preparing his off-the-cuff remarks, but I'm sure there's a bit more preparation that went into it than just that but nonetheless. The productivity you can enjoy as a writer it annoys me that I can't reply to email those speech really fucking annoys me because by the time I've done 40 miles, I'm sick of typing
",-1
7117,9159823,"In America, ""more people die from"" prescription narcotic painkillers ""than from heroin and cocaine combined."""," This could be a miracle drug for people that are trying to get off of opioids. There's 215 million prescriptions that are written each year for opioids 25% of those folks. End up struggling or misusing their prescription to million become addicted each year and last year there was about 60,000 people that died from overdoses, which is a hundred fifty per day, which so we estimate over the next decade like half a million people are going to die from complications of using opioids. Right? I mean, there was a huge very recently in the United States. There was a huge class action lawsuit against Purdue Pharma, which is the company that created
",-1
7174,12053868,"Says North Carolina's replacement for HB2 ""orders NC cities to discriminate against LGBT people until at least 2020 and unfair ‘bathroom bans’ remain."""," This bill was bullshit really it was and companies took notice. Remember when companies like PayPal canceled expanding in the state and even the NBA and NCAA moved their events elsewhere. Member that and of course the hb2 bill was repealed in 2017 because people realize that hb2 was bullshit the Associated Press did an analysis they found that the law would cost North Carolina more than three billion dollars over the next 12 years but legislators, even after that maintain the state government's control over transgender bathroom access and still stop anti-discrimination rules until the end of 2020 which meant they could still discriminate against transgender individuals, which is of course bullshit. Goodness for this week. And finally a federal judge finally made sense of this people just need to use the restroom doesn't matter
",-1
1132,6002175,“Utah OFFICIALLY starts RECALL for Mitt Romney.”," What's California? Governor Gavin Newsom signed into law a bill that would allow College athletes to pimp themselves for once the NCAA basically didn't have a choice numerous other states were considering similar legislation. So the NCAA could do this the easy way or the hard way that the NCAA was forced to finally change isn't what's bothering me. I'm bothered because of some of the comments I heard from Mitt Romney the Republican, Utah. Senator and former presidential candidate here was good old mitt on ESPN's news program Outside the Lines. Well, I think given the California legislation and the fact that the Board of Governors is saying yeah, okay
",-1
9533,4296516,"Says Edward Snowden ""could have gotten all of the protections of being a whistleblower."""," It's spooky season Lads and in The Simpsons Movie the plot of the movie is that essentially Homer Simpson dumps nuclear waste into the water supply and they the EPA puts a biodome around Springfield and at one point the movie spoiler alert for The Simpsons Movie. Escape The Dump biodome in are on the run from the EPA and that's when the EPA gets a Little Help from the NSA who tracks The Simpsons down by listening in on their conversations. And this is concerning for some people because the first whistle to be blown about the government listening in on our calls was done by Edward Snowden in 2013. Wow, wait, so we didn't know the government was listening to our calls. Well, I'm sure there were some tin hat guys who were like so black guys were like listening in on our motor phone away all arrays
",-1
13955,7959363,"""Fast and Furious"" began under the Bush administration."," They think it's like a marathon basically, right? Like they would never sign up for it. But some of them have to do it or whatever they because no one wants to do it and then the long-distance Runners don't want to read either like it's way too sure. It's like Fast and Furious. So yeah, it was kind of perfect. This is my thing
",-1
9102,74249,"The United States has ""the highest rate of childhood poverty of almost any major country on Earth."""," Social care budget children services defamation of sort of local Authority funding and that and things are Universal because I think those things are negated some of the impact and funding Cuts in real terms to schools as well. And I think some of those cuts have negated the impact of the people premium. I think we live in further along in terms of Greater level of child poverty. All of those kinds of things that those of negated some of the impact of people bringing the we could have. seen if it was in a more stable funding environment particular own social issues, which are increasingly landing on schools doorstep site
",-1
781,158140,"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use."," So I returned to ask the head of Pediatrics. She also said he was required by law to have it. I then looked online and ask the patient advocate to look into it and she said it was not required by law that my son have this vaccine. These people are arrogant irresponsible atheist feminist stupid liars and review. What's none of those last six words were Kappa?
",-1
14289,5716017,Says 1 in 7 American families is on food stamps.," But people don't really want to donate it's why people don't really want to help us because you got these people out there, you know, they get their check from the government. Okay free money one. They don't work, right they got six kids right kids are all on benefits and then they get food stamps six seven hundred dollars a month. So they're out there pulling in $2,300 because the kids get it checked out because the kids are probably got some kind of mental health issue going on, you know, twenty three twenty three hundred dollars a month. They're pulling in for doing nothing but sitting
",-1
15141,9213869,"""We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor."""," Dorsen and then the prison started to get very overpopulated. Yeah, you know, they started having where it was originally designed to hold, you know One inmate per cell. They would have three inmates in a Cell so they'd have a bunk bed. So they would have to there and then one on a mattress on the floor in this little, you know, like eight by eight foot by like four foot cell pretty miserable. Tight tight space, you know, just right just pretty like I mean you look at that and maybe you could stay in there for a little bit
",-1
6552,10180257,"Some states hit hardest by opioid deaths ""have more opioid prescriptions than residents."""," That's why the military found out how to do it on the battlefield and emergency rooms are practicing a that's right stuff. They shoot into the wound. And now with the nowadays with all the opioid overdoses actually bombarded with that maybe not so much in New York City, but the other states and then they also have that thing that you can dark head. Narcan can give them so these people are basically technically a dead until you give them the notch. I mean, they're very close to dad
",-1
18362,3345865,"Japan's ""interest on its own debt"" is ""25 percent of its national budget"""," You can either pay it back you can default on it or you can inflate it away or devalue your currency away. Well, there's no way they can pay it back. Right? There's no if you look at Japan today, their government debt is, you know more than two hundred percent of their GDP. So even if they taxed a hundred percent of GDP, they can't pay the debt back. So paying back is not an option default is not an option because if you default those in power get kicked out those in power like to stay in power so not going to default
",-1
3681,6055305,"President Trump ""hasn’t built any new (border) wall"" during his time in office."," Them since there is much more public support to deploy these sorts of intrusive Technologies there. And you know, everybody's worried about the idea of Big Brother watching you. Well, it's happening, you know back in like a 2015 I guess Trump was calling for the construction of a big beautiful wall along the u. But now there was there's an idea of a virtual wall and it. And the fact that they've switched from like the 2006 my like idea of building a fence which Bill Clinton started actually he started the whole fence thing
",-1
19292,10269115,"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu."," It's important to wash your hands before you eat after using the bathroom after playing video games or after coming in contact with someone who has a cold or a flu another tip when coughing or sneezing be sure to use a tissue. If you don't have a tissue cough on the inside of your arm, which is opposite your elbow. Do your best not to touch your face your eyes your nose your mouth, especially when your hands are not washed during the flu season. It's especially important to regularly sanitize commonly used surfaces in your home including kitchen counters, doorknobs and your children's toys, especially if some one at home is sick, when you go to the grocery store or Costco use the wipes that are available just as you enter the door to wipe the court where you will be. So there are some tips and some tricks therefore
",-1
4673,11449168,"Says taxing more services, taxing retirement income and increasing the flat-rate income tax would ""fall disproportionately on the working poor and the middle class."""," Yeah, I I think it would be good for people predominantly like predominately. I think it would I think it would be good for ya. I mean besides for the middle class taxes should not rise. They should not for the lower class taxes should definitely not rise, and that's what I'm saying. And what we need is a system that
",-1
15247,9641404,"""Statistics bear out that any time a country, a state, makes more restrictive abortion laws ... fatalities go up and abortions actually increase."""," They'll just die doing it. And and also I'm pro-choice because every single statistic available shows that pro-choice makes A Better Effort to. And abortions goes to have like goes down by like 50% in some states, but go ahead. Yeah voting pro-life because it sounds better the terminology drives me crazy because it's literally the opposite. Yeah, and it's driving me insane
",-1
11179,317325,"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program."""," Okay, one person can make a huge influence to the masses. So yes, it can be just little old you because that's the first thing I see negro say when we talk about these. Quote unquote conspiracy theories which a conspiracy theory just means if you don't believe whatever the new says so someone calling me a conspiracy theorist. I think that is a compliment. Basically what you're saying is I'm not just having CNN feed me a story and I take it for exactly what it is
",-1
5374,7057476,"""I'm not a politician."""," But I have a feeling I'm here because like I said after he was elected my daughter found me. Mommy Irish still alive because she knew I was so petrified because the United States is is the main country in the world democratically and it would be such a shame. But then I'm not a politician. They should have asked me I would have told him what to do. You have this beautiful granddaughter sitting next to you
",-1
14569,803713,Most tips left at Dunkin’ Donuts don’t go to employees.," So I don't know if make it into a drink would be a cheetah know if you could roast it in the lake. Oh, so popular coffee chain. There is Dunkin Donuts. I don't know in Britain. If you have an equivalent of nothing, I know a guy called Dunkin Donuts, but it's a bit like crumpton crumpets are so yeah we have but they have a lot of functions like seasonal drinks and I feel like that would go over really well, especially with the release of the new Pokemon
",-1
2701,6001989,"""Joe Biden tells voters he's 'going to beat Joe Biden.'"""," But I know that was the issue in Michigan the last time and if if the Democrats don't energize young people people of color and now it seems like Suburban women are sort of in our camp if those people aren't energized excited to come out. We're not going to win and so who excites them. I'm not sure Joe Biden. I haven't heard that from purse even the people I know say that's who we have to vote for. Buddy telling me why they're excited about him
",-1
9748,8842108,"There has been a 100 percent ""increase in student debt under this Democratic White House."""," A lot of these new products can act as the Blair to our Ron this emergence of financial technology otherwise known as fintech was started by entrepreneurs solving their own frustrations with the system. I graduated from college with a bunch of student debt. And as you know, the student debt epidemic has reached unfathomable levels. That's what Peng founder of North Star money a company that helps you automate all your finances and provides a human advisor as well. The frustration will wanted to solve was around his student loans
",-1
143,497250,"“The yearly cost of religious tax exemptions: $71 billion. If the church paid taxes, everyone would only have to pay 3% taxes.”"," That's what I'm saying about the Catholic Church. Why don't the next time they get caught up doing their little shits that they always get fucking cop for well, the next time the Catholic church has caught for that. We take away their tax exempt status as a church in America. You don't have to pay federal or state income taxes because they're probably like. Looking out for one another they have like the government
",-1
14289,6463693,Says 1 in 7 American families is on food stamps.," There's I think an Isaac Newton quote that says if I have seen farther it is because I stood on the shoulders of giants and that's the way I feel. So the first 20 years of my life were somewhat difficult. We were you know, eating based off of food stamps for a little while. They're bouncing from home to home. But because of my mom sacrificing so much I got an amazing education
",-1
10463,11449168,"Middle-class Americans ""pay a higher tax rate than millionaires and billionaires."""," Yeah, I I think it would be good for people predominantly like predominately. I think it would I think it would be good for ya. I mean besides for the middle class taxes should not rise. They should not for the lower class taxes should definitely not rise, and that's what I'm saying. And what we need is a system that
",-1
19335,4488151,"""The average CEO makes $10,000 more every day ... than what the average worker makes every year."""," It's not a world that wants us to be better to get better to be healthier to be safe. And what's worse is that they've convinced the under privileged people whatever you want to call him the poor sort of people that. That CEOs making an exorbitant amount of money more than the employees is. Maybe that's how it should be. That's what because they eventually see themselves as being that when I'm a CEO ma be able to make that much more money
",-1
10777,6413139,"The CDC is ""spending money on things like jazzercise, urban gardening and massage therapy"" that could be redirected to Ebola."," Yeah, it's close to close schools. They work with orphans. When the Ebola crisis came they were working with that. They work with AIDS patients. They're working in opposition to female genital mutilation
",-1
15516,5390022,"""No federal official at any level is currently allowed to say ‘Merry Christmas.’"""," Is there any better site then Sunday night at Lambeau Field? Well, I'm sure most of you know, the song Oh Holy Night well dance put his own little spin on all holy night with his version of oh Sunday night. Hey guys, it's Dan Connick with the pack had a podcast. I want to just say merry Christmas. Thank you so much for listening. Hope you have a wonderful holiday season with family friends
",-1
10931,4898467,"""Last week's three most-viewed television programs were Sunday Night Football, Thursday Night Football and Monday Night Football."""," It's not an terrible, right you're going it's not terrible, but they're still probably they're not going to be leading the division at this point. Definitely and they got Packers at Lambeau week 5 and I the Lions aren't going to win this one. That's Monday Night Football on ESPN. And I wonder what's the status on the lions with Monday Night Football. Right? I don't believe so
",-1
9750,10110369,"""A minor cannot get a tattoo without parental consent but can get an abortion without parental consent."""," What are your children not to the children to the parents what know that too, but I'm saying is like absolutely to the parents like but like what are your main jobs as a. It is to protect your child from outside influences, but it's also to protect your child from themselves. So you don't allow your child to get a tattoo. Yeah, but like I was so I was arguing with this person and I wrote like they were saying like no I explained to him that it's all dress up and it's all pretend and it's like Shakespeare and I'm like, no I was like you're taking your child like the whole point of the show. One of the main themes of this show is that it's in drag it's because it's part of the fucking title, right the whole point of this is as in drag, that's an extra component to
",-1
3444,1338396,Says a video shows footage of the helicopter crash that killed Kobe Bryant.," the most recent news clip. Let me just bring everybody up to date. So go ahead and check this out following the tragic news of Kobe Bryant's death in a helicopter crash on Sunday. Gianna was also on board the private Chopper which went down around the LA neighborhood of Calabasas. She was just 13 years old the NBA Legend and his daughter were on their way to the Mamba Academy for a basketball practice when the crash occurred The Academy is located
",-1
