Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement,
3598,9888220,"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""","SEP.SEP.black women are three to four times more likely to experience a pregnancy-related deaths than any other women black women in the United States experienced poor maternal Health outcomes than white women, but why join the conversation today's episode is going to address.Health Care disparities in maternal care, we hope to raise awareness on this issue, but also provide you with the tools that you will need in order to prevent yourself your sister and friends from becoming a statistic. Pendel a Erica choa, and I'm dr
",-1,
3425,7034073,Says she hasn’t taken corporate PAC money “since 2016.”," And if you see her on any kind of social media look her up find out some information talk about her. She is only she's getting no funding from anybody other than people people are donating money individuals not corporations. She's not taking money from any corporations. She's she is what she's calling. It is by the people funded
",-1,
16748,4254277,"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- it’s caused by a ""shrinking of the actual labor force."""," Alright, so today, like I said, we're going to jump right into the employment landscape and finding Talent. So something I want to share with you folks really to help you understand. What is going on is where we are with the unemployment rates, which is is going to make a big difference in anybody's effort to find employment and there's a couple of things that are happening first and foremost we have. Much healthier economy than we have had in the past. What since 2007 2008 if you have been in a position to where you've been looking for employees and new Talent you probably noticed that right about Q2 of 2018
",-1,
12766,10072623,Says a growing number of extremely premature babies survive into healthy childhood.," And the baby's head is collapsible roughly because the bones aren't completely fused at Birth. And so generally especially if it's a larger baby if it's born when it when it emerges just after birth its head is quite compressed cone-shaped even so and that's hard on the baby, but it's not nearly as hard on the baby or the mother is not being born at all. So anyways babies are born pretty premature and you know that puts a tremendous burden on human parents because of course the child. Is you know can't even walk for the first year? Whereas you take a deer at when a deer is born or an animal like that, you know, it's three minutes later. It's wobbling around on its feet and then it's running away from Lions the next morning
",-1,
9161,8463992,"""You've been tremendously deceived"" by people who say the Earth is not flat."," No just kidding smoke weed everyday as I had my vape on. Yeah, but I don't know. I feel like maybe some people who really go deep in the flat earth, like not saying you're right not saying that you're wrong. Maybe you have done a little bit too many drugs. No, I'm just kidding
",-1,
5554,2635204,"""Unemployment is low because everyone has two jobs. Unemployment is low because people are working 60, 70, 80 hours a week and can barely feed their family."""," He points to four major factors that affect housing no matter where we are bull market bear Market, but when we're looking at are now 2019 the outlook on these four major factors that continually affect the housing market. They're actually pretty good right now number one jobs. Now, this is the unemployment rate which additives a lowest jobless rate in 50 years. I'm not quite sure. Sure, where it is right now, but you know anywhere hovering below 6% is incredible because the overall stat is that our nation's economy is at full employment
",-1,
3,10841843,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people."," It was basically gone and now it's big news in this country when several dozen people get it. The measles outbreak in the state is growing 44 people sick in Minnesota. Most of those with the disease are unvaccinated. We're going to be seeing this for a while. This Minnesota outbreak is troubling because it's been linked to anti-vaxxer activism and it indicates a drop in vaccination rates, but in general here where there's good Healthcare measles has a reputation for being mild you get a rash a fever so mild that it can be a plot line for the Brady Bunch
",-1,
18929,3345096,"The Obama administration ""raised discretionary spending by 24 percent from President George W. Bush's last full-year budget and will run up more debt by October than Bush did in eight years."""," The discretionary spending fell year over year. I think one of them was 1969 and then there was another one around the Clinton era every other year the discretionary spending went up. Now when you come into 2006 the great financial crisis under Obama five of his eight years had discretionary spending getting cut. So we had a situation where we were getting government doing procyclical fiscal kind of reduction at the time when the. When the economy was begging for some procyclical fiscal expansion and if you remember back to burn a key he was sitting there pleading with them to go and help him out and to do fiscal instead of having to rely on him on doing more and more extreme monetary policies
",-1,
2625,8565167,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”," Yeah animals liver egg yolks and wild caught salmon some people argue about wild caught salmon because there's so much mercury issues and fish but animal products animal products animal products animal products and sunlight direct sunlight with know. Sunscreen I do not like sunscreen. So vitamin D deficiency. We talked about this last week two you might want to watch the last week. So am a number 72 go to Clovis not show and check out AMA number 72 or the Clovis culture podcast and check out AMA number 72 because we talk about this because you also need to be on a good vitamin D3 supplement
",-1,
5875,3623102,"""Right now in Ohio 200,000 people are getting opioid treatment because they have insurance under the Affordable Care Act."""," Painkillers stuff like that and it would solve a lot of like things like that like that would really help with like the opioid crisis and like insanely. Yeah, that's one of the biggest issues that we're facing. Right now so something interesting about opioids Chicago just recently passed an opioid Bill and they stated that there was an opioid epidemic almost the point of an emergency for the state because Illinois is facing a huge amount of opioid deaths a year. So there were I think like 90 thousand patients something like that in Illinois at the time before this opioid bill passed. Yeah, and then the opioid Bill stated that anybody with a prescription from to opiates within the past two years automatically qualify
",-1,
12828,6858769,"""There are over 2,000 crimes recorded per 100,000 population in the U.K.,"" compared to ""466 violent crimes per 100,000"" in the United States."," Okay, relax guy the write it down. So as far as Milwaukee, we got to hit it hit the crime rates the things to do all the general nudnik early that goes to the beginning of this informant show Wisconsin as a whole were to look at Wisconsin as a whole as far as the population and how safe it is to live in a place like Wisconsin number of crimes as far as I believe 2016, as always these Stats come from neighborhood scout. Violent crimes are 18,000. 9 and the crime rate per 1,000 residents is 3.20 and I like thermostats in there because for some people they're like, oh, yeah, that's good
",-1,
1218,1649298,Says that Hurricane Harvey “dropped more water on Houston in five days than goes over Niagara Falls in a year.”," I think it was Harvey. Well that was recent not even know. Hold on what hurricane Harvey that was when it it was in Texas Houston flooded was it was it really? Yeah. Damn, why is my connection so ass Hurricane Katrina happened in 2005, but we're is like its Rina. No more like her
",-1,
16202,6187664,Says his Twitter account has 1.3 million followers.," He's she smokes a lot of pot and then she comes back and I think she's got like a you know, now the California is legal. I think she's got like some sort of sponsorship from some 420 brand. She's got like 4 million followers on Instagram. This girl is just blown up and she's older. Over 30, okay, but you know body is very tanned and stuck
",-1,
4795,412589,"A New York law makes it ""now perfectly legal to murder"" a baby a minute before it would be born."," I most certainly wouldn't be anywhere to be completely honest. I wouldn't be I wouldn't be sitting here making podcast for y'all to listen to I wouldn't have met so many great people in my life like my best friends, Brianna Courtney Nick and it's fucking heartbreaking and devastating. To know that it's still legal in so many states, especially my own fucking state New York that it's legal to get an abortion to murder a fucking child. You're taking away the baby's life. I don't care whether it's a fetus has zygote a baby with a heartbeat
",-1,
234,10870360,"Says the 1995 Chicago heat wave was “the largest single-day, non-war fatality in the United States” prior to 9/11, and “we are now expecting temperatures that hot in Chicago every summer.”"," The last prolonged stretch of extreme temperatures had struck 40 years before in 1955. He said the danger of heat is something people have to relearn every generation. After the city expanded its response capability there were relatively few deaths in subsequent heat waves in 1999, 2003 and 2012 the 1995 Heatwave ranks as the most deadly in Chicago's history and one of the most deadly natural disasters to ever strike the Midwest a comprehensive study done by the Chicago Health Department in September of 1995 nearly a month after the Heatwave. Did that 733 Chicagoans had died from the extreme temperatures 41 of those victims were never claimed by family or friends their bodies were buried in a mass grave and their belongings boxed up and put on a shelf in a city archive. They died alone and forgotten the city learned a terrible lesson from this silent killer and while the McCobb consequences of the Heatwave insured Chicago would
",-1,
16045,8452230,"Says 600,000 to 700,000 government workers have been laid off in the last year and a half"," The trade War nothing has changed number two government shutdown. The United States has is not in business. The government is shut down eight hundred thousand government workers are not being paid. They are working for free. They have to understand these are not exactly high high high paying jobs TSA or what have you these government agencies middle-class workers and they bit you're talking about we're talking about food bank here in DC to feed these workers
",-1,
840,6607728,A serial killer is on the loose in Virginia.," It's about kind of connecting the dots. How did these two come to be in this place? Yeah, and that's kind of the premise of the movie, right? Yeah. And there's a serial killer on the Loose as well. So the doctor realises that he may know more about the situation that he's in then the other guy. Hmm, and he knows a little bit about the killer that is on the loose, which is jigsaw
",-1,
18737,596040,"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy."""," Tell him it's communism explain it. Why how its Marxism? What is the endgame of feminism?. If you hear a government talk about Healthcare bring up this health insurance. Just correct, you know the little bit people were like being, you know, something to knowledge that you'll get doing it charitably of course, don't call anybody an idiot, but in reality if we want Western Society to be at least saved by obviously do all the everything we just said, I just got done saying but men's voices cannot be silenced. They got to be heard
",-1,
10425,3373768,"Science is ""very certain"" that the measles vaccine doesn't cause autism."," Also, you're afraid your kids going to be autistic. That's not the worst thing that can happen to a child. You think measles is literally better than being autistic then go blind from the measles. And my mother calls me in the morning because she's cried all night stressing out about it after returning from visiting my sister. My mom's a nurse she 68 and she's at a loss over what to do
",-1,
523,409553,"""The Second Amendment, from the day it was passed, limited the type of people who could own a gun and what type of weapon you could own.”"," But if you show that you're not going to comply with it, that's no little think we are. Here's where we disagree booty because I don't believe any state has the right to put any conditions on a law-abiding citizens possession and carrying of a firearm. There is a second amendment and this second amendment limits any and all governments from being able to deny a lot of Abiding Citizen the right to bear a firearm. So I don't believe that any state any City any municipality should be able. To put any kind of limitations on what our second amendment gives us our right to carry firearms
",-1,
3450,11171350,Says a video shows the helicopter crash that killed Kobe Bryant.," There was this more and more text messages. I'm like, I'm telling Casey sitting right next to me. I was like, they're saying that Kobe just died in a helicopter accident and I've known for a long time that Kobe likes to travel via helicopter. I mean shit man and woman and the man lives in Newport Beach, you know, the easiest way to get into downtown Los Angeles is Calabasas is the Mamba. Yeah his by helicopter
",-1,
15799,5666527,"""For each $1 billion in infrastructure investment, 42,000 jobs are created."""," Picture so they that big on pledging a lot of money. That's what they're they've been doing right in their Manifesto. So they said 1 billion extra every year to infrastructure Tech and Facilities. There are elaborate on that. That's what they said
",-1,
3945,7849919,"The United States is ""very energy independent."""," You can possibly access at that moment. You know, don't try too hard, but be present more it be a little bit more present or be a little bit more loud, you know, if you don't know how to raise your vibration if you don't understand I was thinking mechanism and how that translate to raising our vibration and. Us with Source energy. Feel free to check out my website in the description guns roses and spirituality and within a few weeks. I'm going to have my free high vibrational course
",-1,
18679,9054572,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this."""," I mean we come from our community. They're doing it to every war fighter that goes in because it all has to do with the profit margins of the pharmaceutical corporations. And then how much money goes into the Congress through the lobbyists? Yeah, that's huge. And that's why stuff doesn't change everything concrete Congress as a million are worth hundreds of millions of dollars. And yeah, we have like a
",-1,
12168,3374158,"Says Nelson Mandela ""was a communist."""," You can't undo it. All we can ever do with things that come to us in our life is learn Nelson. Mandela has a quote. I love I never lose I either win or I learn and that's so true. But we have to choose to do that and it's not always easy
",-1,
161,5183502,Says the COVID-19 vaccine doesn’t “prevent catching or spreading” the virus “and only lasts months.”," So the rebels now addressing that issue that there was side effects illness. In the winter of 59th and 9th of Scott Thompson, udayan 1957 the web address this issue the event that occurred in the United States was at the beginning of the use of the vaccines before the medical compound was definitively established. This is not the case of present after months of experience with the vaccine. Once the vaccines reliability is firmly established. There's no worry to the contrary Volume 14 page 343
",-1,
9375,2492506,"In 2013, the United States ""accepted 67 percent of the world’s refugees."""," Were the school that I was at previously because I'm moving to a new high school yesterday next year. So the school I was at previously. We have a very high Refugee population. Right? We have a number of Arabic students that have just come over in the last three to four years and that was one of my big pushes this year was making sure that I had titles for those students and you know this that I went out and was searching high and low for Arabic titles that were available through the vendors that we have offered. And I don't know maybe I found 30 this year
",-1,
11928,10556720,"The ""U.S. has the highest unintended pregnancy rate of any Western industrialized country."""," Okay, and this is something I actually did want to talk about was the access to doulas and the issue of privilege when it comes to access to doulas and midwives because the truth is right now it's a privilege. Age to work with a doula and work with a midwife and the people who need doulas and midwives the most are those with less privileged. So right now the United States is one of the highest developed nations with the highest rates of maternal mortality and infant mortality and morbidity. And that number is four times higher for black people babies and moms are dying at four times higher rates in Black communities than in white and I struggle. Have this conversation because as a white Earth worker, it's really hard for me to see what's going on in the birth World, especially in LA and the price of what a doula might cost or a fancy celebrity Doula who provides all the things because at the end of the day, it's just like abortion or any other form of healthcare
",-1,
4071,3330894,"Property taxes have ""nothing to do with the state."""," So there's no way that Delaware has no time New Hampshire says Live Free or Die last time I checked. So yeah, that's where I'm headed when I'm retiring. It's like sales tax right? No property tax. Income tax this food tax. We got him coming in got him coming in
",-1,
4360,10417282,"""Black women make only around 63 cents while Native American women earn 58 cents, and Hispanic women make just 54 cents in comparison to every dollar a man makes."""," There's an estimated 15 million girls. under 18 who are married and who have little to no say in it. And that's something that is absolutely heart-wrenching here in the states African-American women earn 64 cents and Latina women earned 56 cents for every dollar earned by a Caucasian man and women with full-time jobs still earn only 77 percent of their male counterparts earnings and one of the things that I want to point out specifically even just with the access to education and who's going to. School and why I believe that sexism is still a very real issue is that the amount of women that are going to school compared to young men is ashram. It's the difference and disparity between the two is huge and it just makes me wonder of like okay in the United States
",-1,
13864,10255072,Says she is a registered nurse.," They're there to keep him alive until they get to the hospital that's their job and she knows that so she just walks up. She's got a card that basically is like gangster like FBI for like medical. She's like she's got the nurse card that says I'm a fully trained nurse. I know all the stuff she flashes are card and she says do exactly what I say right now and she just says she needs XYZ and you got to put you got it. She needed a hit of this and a hit of that and an adrenal shot or whatever the hell it is
",-1,
1227,846379,"Joe Biden ""really did wipe away"" student loan debt."," Cast is perfect for you. So are you paying off student debt? Are you looking to improve your financial literacy? If you want to earn more income the talk money with mesh lakhani podcast is perfect for you mesh does a variety of different subjects. He talks about student debt. He covers Paper Trails, he chats with experts and so much more. If you're interested in this you can listen to the talk money with mesh lakhani podcast on Spotify or wherever you're listening to this podcast or right now
",-1,
4296,9635676,"""The vast majority of Americans believe that climate change is real and we need to do something about it."""," So and we are the only country in the world where. One party, which is consists of about forty percent of the country, you know, so under just under half of the country is either on the fence doesn't care about or completely denies climate science 40% Well, that's that part of the party. Okay, the majority of Americans believe climate change is real and that it is caused by man-made fossil fuel emissions, but. I mean, I never thought I'd see the day where a pope would be begging a president of the United States to please believe in climate change. So absolute that just goes to show
",-1,
9242,4147939,"We've ""lifted high school graduation rates to new highs."""," Oh, no, I can't tell her I black out. So you try to keep things from your mom, huh? What if what if I told you guys that one time show me and milks siblings are in the same grid. So we pull up to the high school graduation. My main is on Tinder at the high school graduation. Just swiping his ass off trying to catch a body
",-1,
12692,5666668,"The minimum wage is ""lower right now than it was when Ronald Reagan took office."""," So what they want to do is they want to promise to their promise to build a hundred thousand Council homes and fifty thousand Housing Association properties a year by the end of the five-year Parliament. Okay, so about the the Tory dealings with inequality and like social poverty and things like that. So about minimum wage once again,. Like labor said they want to increase it to 10 pounds in within a year. Tory say they want to increase it to 10 pounds 50 their time
",-1,
8491,9929338,"""Because of Obamacare, you have so many part-time jobs."""," And that's something that it opens up so many more options that are not available right now simply through that power. I mean just sort of tangentially speaking. There's a lot of data out there about that sort of a freedom that that show Obamacare one of the effects of Obamacare that has been greatly underestimated is that it increased the amount of voluntary part-time employment. And so far is that people actually there's a lot of data out there that shows that people were actually able to work less because are going to jobs that they like more because they weren't as concerned about their health care because they had the opportunity to get it through the individual Market on some level the the principles broadly speaking are similar here. But let's take a break when we come back
",-1,
11728,11151451,"""Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear."""," This ain't your mother's marijuana not enough people know that today's marijuana is far more important than in days past So based on that this guy went and looked back at what they were saying in the 1990s because that must be pretty strong. Right and the 90s Lee Brown told the media. Marijuana is 40 times more potent today, then 10 15 or 20 years ago. Joe Biden said this about how strong it was. It's like comparing Buckshot in a shotgun shell to a laser-guided missile
",-1,
14304,1895106,"Embryonic stem cell research is at a ""dead end, with no one good example of a successful treatment."""," Don't tell Agha Clinic, Ohio and Concession plant stem cells have been a good developing human embryo, but I miss themselves don't understand to turn into different kinds of cells. She eventually right so so so so pan over on Military research research. stem cell therapy and lastly. This is simply not my concern for getting some genetic modification organisms are young by your safety nothing at their house how safe is it for us to consume genetically modified organisms, but I'm in my safety test nice in a cigar. Some are genetically modified organisms
",-1,
16160,3345865,"U.S. debt is ""now equal to 100 percent of the GDP."""," You can either pay it back you can default on it or you can inflate it away or devalue your currency away. Well, there's no way they can pay it back. Right? There's no if you look at Japan today, their government debt is, you know more than two hundred percent of their GDP. So even if they taxed a hundred percent of GDP, they can't pay the debt back. So paying back is not an option default is not an option because if you default those in power get kicked out those in power like to stay in power so not going to default
",-1,
6520,9716444,"""Loopholes in current law prevent ‘Unaccompanied Alien Children’ (UACs) that arrive in the country illegally from being removed."""," It just substantially related to and it's not a compelling government purpose just an important government purpose the government still has the burden of proof but again substantially related to an important government purpose. Say it with me substantially related to an important government purpose right in this applies to gender legitimacy. Undocumented Alien Children laws that. Are benefiting women right? So, you know, these are the types of issues that are going to be given to you in the context either of a multiple choice or an essay that you have to be ready to analyze. Okay, you know is the law substantially related to an important government purpose and I know that intermediate scrutiny applies because this issued this law deals with gender, right and that's the level of scrutiny that applies to that
",-1,
12733,11258144,"The ocean is now ""much more acidic . . . than it has been for many millions of years."""," So even with the CE mark this can actually literally be found in the see this particularly. I believe comes from Jamaica. So even with the CMOS, a lot of people are claiming that the oceans the ocean levels are rising and that, you know, it's actually producing a more acidic ocean. So it's making it harder it to be able to test the CMOS to make sure it has all the minerals in it and. That in nature is already free
",-1,
4208,9852846,Voucher schools have increased property taxes by $1 billion since 2011," - cool and the answer changes every single day and it sometimes it'll have nothing to do with school. So you got to really think about it. Why are you going to go to that best school district and in the best school district and our areas come with 1520 thousand and property taxes right now with the new tax laws. You can only write off 10,000 of it. Yeah can't write off the whole amount or more
",-1,
11507,813171,"""Virtually no Republican"" in Washington accepts climate change science."," I hate politics Ministry of Plenty. I don't know but but I just thought man that line just like so nailed extremists on both sides to me. In our reality the inability to accept anything other than what the party tells you regardless if the party you know climate change is fake because guess what the other freaking GOP doesn't want to accept climate change. So they are so many people out there that I would say are intelligent people but they believed it because the the party put it in a pill and fed it to him and they swallow well and and the fact that like we say like there can be no opposition to it. It's thoughtcrime to think any differently, right?
",-1,
2315,2668715,A study from the CDC and the WHO “proves face masks do not prevent the spread of a virus.”," This is like one instance where I'm like very confused. Do you see pumps picture on the plane? He's like I'm taking zero risk or whatever and he was wearing like the cheapest mask ever as long as possible. Supposedly The Masks help more for if someone's infected. They won't infect other people than actually protecting you and you don't want to rub your eyes people shouldn't rub their eyes wash your hands as much as possible use eye drops of your eyes are itchy my eyes, aren't you just talking about it now? I can't. Them I've been washing my hands a lot
",-1,
11715,10014754,"The NCAA will ""get billions"" from the men’s basketball tournament. ""Players get a trophy."""," Probably always puts 33,000 or maybe they put more. I don't know what the strategy is behind it, but not spend too much time on this topic Danny. It's all about money what the NCAA can do to make money. So they don't lose money on setting these games up and things like that. It's all about the Benjamins
",-1,
17437,2907391,"""Every student paying out-of-state tuition actually covers more than the cost of instruction."""," That's a line from 7th Heaven. Like that's what roofie hijinks if you like 7th Heaven it is that's classic. That is true tuition. Oh my God, that's like on 7th Heaven they would. Count everything to being like a preacher kid
",-1,
14784,9856348,"""The United States already has the highest corporate tax rate in the world."""," They could have got that anywhere people believed in the. why behind jumping jack text and I made it very clear but most importantly I drove so hard with technology and social marketing and that's the reason why I was able to cover so much more territory and get over 400 Partners in a matter of six months and other tax companies couldn't do it. And now we're the fastest growing tax company in the country right now. We've grown faster than every single tax company that is ever opened in their first year of business. So, well you have wow
",-1,
3028,1633105,“My mask will keep someone else safe and their mask will keep me safe.”," Yeah, really crazy shit. What I was going to ask though is I subscribe to kirwan's view on the ego and you would have learned that at nisse like it shows up to protect you which is like guess what you're saying. The mask is there to protect you. So same thing but what he teaches and tonic and Ice I really believe from my own experience and others is that it actually protects you from the very thing that you need. I just did a podcast two episodes ago on this whole topic
",-1,
13864,7465815,Says she is a registered nurse.," Yeah, but it's like me Give an example girl that I was dealing with came to me and said yo,. She got a bread up. You know, she's a nurse she doing her thing. She was like yo, I want them. I want to buy my I want to buy a car
",-1,
6885,1656649,"Although California has ""the sixth largest economy in the world, we also have one of the highest poverty rates"" in the nation."," So, I mean why not try to. Make some Revenue off it pay off some debt. If I'm not mistaken, California is one of the top ten, you know in the world when it comes to strongest economies just its state itself everybody hates on California, but two-thirds of the world's agriculture the clothes you fucking wear on your back it come from California guys. I hate to say you guys hope California Falls the ocean all you want but I mean, California, we are it like we do so much for this country in, California. And you guys just disrespect us because all you hear on the news is retarted Governor did this and you know, this is the new law in California, they're doing this, you know, but at the end of the day like everything starts to California music entertainment and then it's sweeps the nation Eastward, you know what I mean? I'm I'm sure that shit that we here first we get three months before you get it on the East Coast because that we here we are the way we remove like it starts there and move west coast is the best coast homey
",-1,
3450,11296524,Says a video shows the helicopter crash that killed Kobe Bryant.," I'm opening up the TMZ article. I want to see this. Kobe Bryant died in a helicopter crash in Calabasas Sunday morning. Kobe Bryant was traveling with at least three other people and his private helicopter went down a fire broke out emergency Personnel responded. But nobody on board survived five
",-1,
7481,7688403,"""House Bill 6627 also requires the applicant to attest to their eligibility to vote, as is required by the National Voter Registration Act and used by all other states that have (automatic voter registration)."""," Two main parties and these are called Independence when people go to vote on the age of February. They can decide which of these they would like to vote for the votes are being counted and whoever gets the majority votes will form a government. You must be over 18 to vote and you have to be registered to vote. I really hope all of our teachers and listeners over 18 years of age will get out to vote next month. This was all for this one's podcast
",-1,
9196,905824,"Martin Luther King Jr. ""was a Republican."""," I get over it. As long as I see people get up on a platform and evoke the name of dr. Martin Luther King jr. You can never say get over it when you see transgenders when you see women when you see every law that's come to pass. The blacks even the birthright citizenship is on the backs of blacks
",-1,
18039,2746829,"Likens Obama's predicament to 1982, saying, ""when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it."""," I'm a could go on and on them and GDP growth. It was abysmal and this country, you know, you're a point eight percent point nine percent GDP growth under under Obama. You had 10 plus percent unemployment During certain periods of time under under, you know, under Obama and look at it. Today wages are growing the fastest I've ever grown unemployment the lowest it's ever been female unemployment's you know, if the bestest ever ever been the same with Hispanic and African-American and you know, I could go on and on consumer confidence is through the charts for one case or are off the charts. I mean, they literally doubled in value for one
",-1,
9001,9555658,"""The Great Wall of China, built 2,000 years ago, is 13,000 miles (long)."""," This wall seems pretty long so long that I can't see where it begins and where it ends. What is this wall?. the Great Wall of China. What are you more? How do you switch your brushing to the other side of the top of your mouth and keep on brushing? It took thousands of people and a couple thousand years to build the Great Wall of China the first emperor of China Qin Shi Huang started working on the wall to protect his Empire from Invaders. Amber's who ruled China after Qin Shi Huang made the wall longer and longer and longer until it became the longest thing humans had ever built some parts of the wall still exists today and people travel from all over the world to see it switch a rushing to the bottom of your mouth brush the molars in the way back
",-1,
10963,5382441,"Women still do not get paid as much as men, even ""for the same work, period."""," I mean, come on. What the hell is it? Listen? Listen, listen double double what the men are making until they start winning things if they start wanting things equal pay. Yeah, then the men can do equal pay. It's the women make what the women should make and then the men get equal pay and until they until they win enough to deserve trying to get a following of the room. But yes equal pay at the very very least
",-1,
15417,2523418,Says Romney and Bain Capital drove KB Toys into bankruptcy by loading it up with debt.," It's an online Tool Company blue 247. million and dear that's not including the shareholders funds that's just in debt. It was acquired by KB Toys, which also went bankrupt. Another one is CD Now an online retailer of CDs. They reached a valuation of 1 billion dollars in 1998
",-1,
9584,12032326,"Alabama’s Crimson Tide will be the underdog in Saturday’s game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win."," 50 50 50 wins 0 losses every tell them you to go to this shit. They're they're gonna remember me. The Alabama Crimson Tide of this shit. I'm sick of God. God Floyd May money
",-1,
15199,2187982,"Says ""67 percent of marriages now wind up in divorce."""," So accurate argue it. This also describes my relationship with myself. So right yeah say to the bride and groom 60 percent of marriages end in divorce. And in the rest, you live happily until death. Here's hoping you die
",-1,
6730,2494536,"""We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent."""," So when you spend a Jeff we spend more time. Health Care than anything else you spend if we spend more than we spend on Military spend more than anything. It's 18% of our GDP on Healthcare yet. We're getting sicker and do we really think that more drugs and more tests and more that's going to be that's got how we're going to get there. If we just spend eight trillion now we got there
",-1,
783,3620042,“Very few … if any” states have a minimum wage of $7.25 an hour.," Yeah, not not too long because. I mean like I know why they offered it to me now like I was like, yeah. You know, I think it is minimum wage and some fucking State there's some areas. Anyway, I was yeah and that was like a lot of money to me. But yes, I mean that was yeah I hated it
",-1,
1825,10868418,"“With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago.”"," Normally, it should have been somewhere around 30. It may seem like a small difference but it was the lowest air pressure reading Captain Harris had ever seen. This was one of the most powerful hurricanes in recorded history. And there was nothing the SS matura could do but ride it out the ship crashed through the wall of the storm rolling hard. Read through each wave somehow it didn't sink
",-1,
14695,1422409,"""A Florida judge ruled parts of Obamacare unconstitutional."""," Okay, it's you might be right but I think they've sent ya paperwork's been done, but it hasn't been okay loaded the likes your problem. This government takes forever to do anything. So Court finds Obamacare mandate unconstitutional. So you remember where you are fine if you didn't have insurance and you also didn't have a bhama care, but I'm still fine. If I don't think that that's not sweet
",-1,
9161,806913,"""You've been tremendously deceived"" by people who say the Earth is not flat."," It's not for free. For example, they're going to help me discuss my theory, which is the Flat Earth theory. So quick question do either of you guys believe that the Earth is flat. Why not? The Flat Earth seems like Society on Twitter literally says the Flat Earth Society has people all around the globe stupid as I would have liked walked off the Earth by now. Okay, but here's the thing
",-1,
2327,280842,“America was the ONLY country that ended” slavery," And in the meantime the Whigs basically disappeared because there was a huge land grab in Kansas and Nebraska and shithole States or just really isolated. And basically they ended up being slave states that hold territory. It was slave slavery. So Wigs were Pro slaves no and ratio because that past the whole wig party kind of imploded because they weren't able to accomplish what they were supposed to do something no confidence situation. Yeah, basically they just just disband it and a bunch of little Cruise
",-1,
13864,8803134,Says she is a registered nurse.," I started you know, like I started actually getting inspired by my mom when I was in the Philippines when she would, you know, like I asked her one day like to make a poster because I had a homework to make a poster for this event and I couldn't do it and you know, my mom is like my mom knows how to draw so, you know when I saw the end product also. What the fuck like, you know, I I want to draw like, you know, my mom is do you know she is a nurse. She's not a nurse now. She's a nurse manager, but she knows that who we are. I guess I got my creative since creative personality with from her
",-1,
2284,3689011,"“The retail market we participate in is extraordinarily large and competitive. Amazon accounts for less than 1% of the $25 trillion global retail market, and less than 4% of U.S. retail.”"," This episode is brought to you by Verizon Verizon is more than a phone company Verizon Prides itself on being a reliable partner for business keeping operations of all sizes ready for what's next with new technology like 5G ultra-wideband Verizon is set to transform the Way businesses operate see how at horizon. Amazon they're the Undisputed king of online retail in part because they can get you what you want and fast now someone wants to help the little guys compete our line to a lot of Brands and retailers is operate like Amazon, but on your own and 23 hours faster. It might seem impossible to imagine a startup that could really compete with Amazon, but the surprising thing is that 56% of e-commerce sales happen somewhere other than Amazon and that's a lot of market up for grabs. Today's entrepreneur is Raising one and a half million dollars and she's here to convince five investors to help her get started. I'm Josh puccio and from gimlet media
",-1,
2822,2668710,"“The flu killed 80,000 people in the U.S. last year”"," This is worse than SARS but Stars really wasn't that bad. Right? Yeah, but then you also have to take into consideration. Like what's it like 40 to 50,000 people die from the flu every year. Yeah, and like people just died in cars all the time. Are we freaking out are we not freaking out enough? I don't know
",-1,
11778,6705299,Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.," He says I want this to be done in a way that will deceive them meaning the enslaved and the public and it didn't stop there just a couple of years after moving to Philly Washington and a bunch of other politicians created a new law that basically says if slaves did manage to escape the. owners had a right to hire slave catchers to hunt them down wherever they were and bring them back. This is the first Fugitive Slave Act. Escaping was now even more dangerous. But here's why I own a decided to try shortly before
",-1,
15370,2887628,"""I didn't inherit money from my parents."""," Oh, let's say you have the sun in the first house. The sun is your ego and your soul and it's also like leadership and fame so you may be very proud of your family. Family, you may inherit money from your family. You may have a lot of help from your family. You may enjoy having a really nice car
",-1,
7178,7011192,"California’s Central Valley and Inland Empire ""are experiencing tremendous job growth."""," Million dollar raised in Industry. Okay and raisins are made from grapes for anybody who didn't know that we gotta connect the dots doesn't Casey gotta follow the u. Raised in industry is really concentrated in the Central Valley in California. So like this same area. So three months on the job Perry meets with what was described as key players in the reason industry
",-1,
