Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement,
3110,3343697,"Because the Federal Reserve recently cut interest rates to near 0%, “the Fed will be of little consequence now. They’ve already used what leverage they have.”"," They actually only happened in 2015 late 2015 and early 2016 which was a very positive era or period for gold prices and gold and silver miners. But but where I think it's different from that time is that back then we were actually in a tightening cycle that the Fed was actually moving away from that that kind of extended the business cycle we have today though is the Fed is doing quite the opposite fed is printing money. The FED is cutting interest rates. And and and and the inflation is starting to rise. So I think that you know, what is you know, we're in a moment right now where real yields are becoming negative and it's tends to be periods when when gold outperforms and I like that a lot about the a pile gold and I also like the fact that it's I'm in my view is the true safe-haven asset to hold during periods of turmoil and markets in general and I can go on and even use
",5,
10421,1655435,"The children coming across the southern U.S. border ""were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy."""," Y'all stupid as hell. I don't like it speaking of naysayers and the fucking internet. My fourth point is the measles are back on in America and that's partially due to people not vaccinating their kids and I think that that's like weird. My mom is a nurse and she always be trying to get me to get a flu shot and I'm like hell no, I ain't doing that shit. I don't want to know government shit in my body to hurt her
",4,
12649,4017207,"On average, college students ""are taking six years to get a four-year degree."""," Yeah, my personal belief and all the three years that I've been doing this and just the teens that I've talked to I really feel like it's just one. It's the academic stress and I talked about this in my tedx talk but there was a Harvard study done where comparing 1982 to now 2019. The average GPA it takes to get into a four-year College was a 2. And now it's a 3. Wow, like wow, that's very significant
",5,
12884,5992384,"""If Obamacare is fully implemented, 30 million people will still be without health insurance."""," We all have an obligation to call people out to speak up to let our voices be heard to participate in the process and I've seen it everything from Healthcare. I mean they were literally about to rip away. Way the Affordable Care Act completely right away kicking millions of people off their health insurance. But you had all of these people come forward the changed a few Republicans minds and we didn't lose it. I think about how we got women's rights
",5,
12723,4257048,"Says last year ""13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each."""," Is it better to take the discount that I know about for $24,000 roll the dice and get the get the rebates and so I decided to roll the dice. I win all of 2018. They wouldn't tell me how much the rebates were got all the way through 2019. I'm out the end of 2019. I'm like where am I rebates? So they finally came to me and said, okay, we've processed them the amount was
",5,
16173,589716,"Tax increases could ""come into play"" as a result of the debt ceiling deal."," Should you not be able to pay for it? All right, some people have an ethical problem with that, but I'm just telling you that. You won't be questioned on that and I think that's so important to recognize that student loans should be a high priority debts. Same thing with tax debt by the way tax debts not going anywhere. So pay off at tax debt. And if you have to stop paying on your credit cards just to pay off your student loans and your tax debt do that do that before you file bankruptcy other thing to consider in your planning process is
",5,
4374,312807,"""The so-called ‘heartbeat’ law outlaws abortion before most women even know that they're pregnant. This is one of the most restrictive anti-abortion laws in our country."""," However, depending on the scenario. There are different laws for different scenario for different situations. If you are so concerned with rape victims and women with health issues being able to abort their fetuses after heartbeats are detected. Then you would handle that in a whole different way. That would be a whole different set of laws that would affect criminal rape cases
",5,
11168,5992355,"""We did not seek an impeachment of President Bush."""," I really don't I think that after the Mueller probe when he was refusing to let people testify refusing to turn over documents and allow Congress to complete the investigation as Mueller himself said, hey here are ten ways that he likely obstructed Justice now Congress must do their investigation and the president said no that was a point for me. That was a bridge too far. And I said we shouldn't begin impeachment. Things so I don't agree with all the decisions. She makes I'll tell you right now, I'm very happy
",5,
11806,7549489,"Millennials are ""more pro-life than baby boomers and older Americans."""," I was like, that's rude. Once again social commentary on Modern Times. We're looking at the age of the Millennials versus the Baby Boomers. We see a lot of that happening where you go to work one day and your boss is 20 years younger than you are and how you must feel as you enter the age of retirement and feel that everything and everyone around you is incompetent, right? Also speaking about Lord mountbatten we. Talk about the Liberties that the writers take for the show and I read that Lord mountbatten actually retired from his post in 1965
",5,
3307,11935438,Says “black babies die at rates twice as high as white babies because of a lack of access to affordable health care.”," There's very few black midwives and Latina midwives the vast majority of midwives that we have remaining are white and if we're going to make any kind of dent in maternal or infant mortality, which is all the rage to talk about now, right maternal mortality. We have to have more black midwives sure because they know how to serve their communities. Well, especially when the maternal mortality data reflects that you know, black women are dying at higher rates exact even when you control for socio-economic. This is a big big big thing a big problem. I mean, that could be a very I'm not saying it's an easy solution
",5,
4783,2370998,"""Right now, women are able to access an abortion in the later stages of their pregnancy under certain conditions with approval of their medical doctors. I’ve done nothing to change that."""," There were a series of letters that revealed that she became pregnant with Diego Rivera's child. This came as a shock to her as she had been told that she would never be able to have children. However, the doctor urged her to get an abortion because he explained that a body would not be able to take the pregnancy to full term. However, the guilts of the. Abortion, it was overwhelming when she got pregnant a second time in 1932
",5,
1186,955726,Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”," If he's gonna go somewhere else - what regulations? Yeah, you can't force me. I'll do it if it's makes sense and I already can't talk about this with this something as simple as pay raises or mandatory. Minimum wage, what do they do? They say? Okay, we'll raise it to $15 an hour. But then I don't hire anyone know then then they go to Automation and get robots to do the job for nothing. We're all about Energy Efficiency
",2,
14134,2686165,"There has been ""$5 trillion in debt added over the last four years."""," they'll put it is that they've added to the system and then ultimately what happens from there is that that is turned into a formal qe4 and that the assets that have short duration today that they're buying are transitioned into longer duration. And so, you know, not only can can this not go on forever, but it's also important to recognize that because of the Dynamics in the credit system and because you know in terms of those metrics that I've mentioned both last time we spoke. Then also earlier today about just that thinking 75 trillion of debt, you know, as of three months ago one approximately 1.6 trillion of cash on the banks balance sheets today. It's just under just right around two trillion that because of that Dynamic it is a moral certainty that more liquidity has to be added to the system
",5,
2737,10032234,Says President Donald Trump is “morbidly obese.”," She's like sitting together and then she goes upstairs and find this dude hanging. Yep, and it's a very botched job because you can see the nose is slack around his neck. Yeah, so he's obese. And so anyway the Corcoran shows up again and almost like current of know what of I'm kind of just like you. Is the killer, you know here after the suicide note, which clearly says that you know, he killed it must be true
",5,
728,10339916,“Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022”," Additionally, I would say that the reason it's so important is that a lot of what we're doing here is we're getting involved with new a lot of this is the industry so Nathan it's so new people need to prove that their business model makes sense. Right? So like we don't know we've never had good data on. On how much money can you make growing cannabis? Right? So we need to see we can't just take people's word that hey I can make a 30% profit on all the revenue. No, I need to see in the numbers that there's a path to profitability and I need to be able to see what kind of margins are going to be generated. So then we can sort of forecast how profitability will look like
",5,
1314,10251983,Says that “the way to reach ‘herd immunity’ is for >70% of the population to get vaccinated.”," The government's 2004 drinkaware campaign aimed to reduce drinking these interventions are very different to the laissez-faire policies of UK government's hundred to three hundred years ago. So we know that the government may try and spread information and this was seen through information about the diphtheria vaccine and the vaccine was introduced in 1942. And we also know that mass vaccinations have positive externalities as we've discussed before and this is because of a concept of herd immunity which means that if around 90 to 95 percent of the population are vaccinated for example, the diphtheria vaccination a means of that remaining ten to five percent will also. Receive the benefit without having to get the vaccination themselves. And if we return back to some of the other forms of intervention if we look at the benefits of Regulation, we know they can impose limits on negative externalities yet
",4,
19128,10164682,"Preventive care ""saves money."""," And so the more people in the world that submit their DNA the larger the database and the more they're going to say I'll guess what you guys are all from the same region over here and it's like so so to discourage people from doing it. I think medically it's interesting because if you have some pattern and your family for cancer, for example, and now you've discovered through your DNA, well, that's obvious and I or maybe you did it know it. Now the preventive care obviously you get you get a leg up on that you get into taking advantage of that. I need to avoid this. You know, that's going to be really interesting getting a chart of the things that you should avoid because otherwise they're going to trigger this type of Health stuff and I would imagine if you follow that regimen and can prove it
",5,
4494,10841851,"""Measles kills 11 people in 19 years (since 2000). MMR vaccine kills 445 infants in 1 year (since 2018)."""," It is a deadly disease. Well measles is one of the viruses which killed most humans in history. We're looking at around a hundred and forty thousand deaths in children every year for measles a hundred and forty thousand a year for comparison. The Ebola outbreak killed 11,000. The people most at risk are living in parts of Africa and India the risk is highest for kids with malnutrition and vitamin A deficiency, but
",4,
10807,7033805,"Raising the minimum wage to $10.10 an hour, ""would help lift over a million Americans out of poverty."""," We need to pay them a livable wage. I got news for you. You raise the minimum wage to $15 an hour and you lose the people you're trying to help the most you will put them in more poverty than they've ever experienced in their life raising the minimum wage undermines the entire economy. Because what it means is small businesses go under you only have room for big businesses. They could give a rat's ass about you
",5,
9199,12159191,"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese."""," Eating because it sounds like now James is saying you guys aren't doing anything. You're just making a lot of noise with yeah. This is where I got confused because I was like wait is he does he's recognized climate change or do you not anyway, I'm almost done to add insult to injury China is trolling cop 25 climate Talks by mocking their puny efforts Beijing on Wednesday accused developed countries, including the u. Of doing too little to curb global warning warming and with most of the West so eager to. Troy its industrial capacity just because an annoying little girl in pigtails got radicalized by watching Ice Age 2
",5,
9161,10020231,"""You've been tremendously deceived"" by people who say the Earth is not flat."," When I say well, why would you think that he said well my friends blah blah blah, like okay, so our friends are a big influence in US Society at Large. I have a strong feeling there's a pretty good percentage of the American populace that believes that late-term abortion is okay because society says it is it's been passed into law and just culture in general. Okay, how many of you believe the Earth is flat?. Why would you think that it is a sphere? Why? Okay, I've seen the evidence from NASA right? I've seen the evidence. Has anybody been in outer space and looked back at the Earth?
",6,
3002,2658495,"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”"," But yeah, is it a I Am Legend I my favorite part. I Am Legend was the like overgrown New York, right? Yeah. Yeah, but yeah, it's a coronavirus just another Ebola scare. Is it is it bullish for Bitcoin? I don't know people were pushing that narrative where unit is bearish right? Well, you can't it's hard to spend cash. Cash in a hazmat suit, but it's easier to spend Bitcoin
",4,
13864,1945272,Says she is a registered nurse.," Did you go in the tornado Birds? Mom said I will be down soon Honey the end. Whoa twist with the bear nurse is a bear nurse a nurse that treats Bears or a bear. That is a nurse. Nurse, I don't know maybe both I guess we'll find out in the story here. It is written by Austin familar here is bird tornado Hoppin John
",5,
144,3277042,Children and teen suicide attempts “skyrocketed 250% in 2020” according to “one study done by a hospital.”," He probably wants to yeah, yes, but the bottom line is David supervises me so I know there's nobody better and thought that all along if that one of the greatest Joys, I don't know if David knows this is I dreamed he could be my supervisor when I started this so that was really really cool, but. We've all been reaching out to David constantly on this because he is a credible site Christian Psychologist, very strongly Christian and very clearly great psychologist and believe it or not for some of you that you can go together really well, but David, I know that you have a concern about this area. The numbers are rising and right now I was just looking at the stats again suicide is the number two cause of death amongst teenagers the United States. It's actually a new number. It used to be down the list and in the United Kingdom its number one cause of death amongst teenagers and you feel like that number is going to go up
",2,
3620,4290098,"Says Koalas are ""functionally extinct"" as bushfires in Australia continue to destroy their habitat."," It seems you know, I said we have to breach that because I again I don't want fences to be the only place that Wildlife is found. But at the moment they were incredibly necessary tool for conservation. If you come back to the koala, they they fit in within the arc ethos is that we're a different capacity to wildlife rehab or putting the fires out in the public, you know out. cry for that has been extreme what it risks is that it doesn't address the holistic nature. Koalas were in Strife too long before these fires and you know on a trajectory for extinction by 2050 now if there's not a focus put on the preservation of critical remaining preferred koala habitat or prevention of fires, we can end up here again and again and again, so really there needs to be three components the wildlife rehab critical putting the fires out, you know by parks are a
",4,
3484,647958,"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him."""," Kill, my father no. No, I didn't it's rather amazing meeting. Here's a man who's accused of killing Martin Luther King jr. In Memphis and 1968 sitting down with this man's son and at the conclusion of the meeting Dexter King is saying I believe in my family believes that this man is innocent after this meeting Dexter King served as a champion for James Earl Ray's case. The younger King was instrumental in advocating for a retrial and giving Ray the opportunity to clear his name
",5,
19518,2472195,"When Sarah Palin was in government, Barack Obama was a community organizer."," Here's a handful of questions for you one from go outside gate don't need does the audio of course and is our producer and it does everything that actually matters. I'm the talent and peeta's ah, I don't know. The organize your community organizer like Barack Obama. Go outside kids ask. Why doesn't he have an accent? Well, it's been a long time my God and ever since I left
",2,
629,9030039,"""You will be 'vaccinated' regardless of whether you receive the shot or not.”"," Okay think that's it about vaccinations always best to talk to your veterinarian in terms of the risk level. There's a lot of producers out there still that do not vaccinate at all. You do not have to vaccinate at all. If you are running a perfectly closed heard, if you're not running a perfectly closer, then you have to look at the your different risk levels and what your overall disease incidence has been in the past and see if it's worth. I'm trying to mitigate that with vaccines
",5,
13930,5810058,"""Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of"" President George W. Bush’s policies and the recession."," Once you're at that point, then you're close to hyperinflation of closer columns, right? There was for example the situation in Germany after World War one and when they had huge public debt deficits for five years in a row, I mean. Really huge and eventually, they just need the printing press to get the revenue because the taxes were no longer sufficient. Now even though President Trump has made some very considerable efforts in that direction of the huge deficit in the US as well. But nowhere near the situation which they would truly do need the printing press right right now they can help sell some of the current market. So as long as these conditions Prevail, I don't think we're anywhere near
",5,
9161,2102136,"""You've been tremendously deceived"" by people who say the Earth is not flat."," So you these I said I got YouTube channel. I think all what you do on it was like well I make videos taking the mick out of people what I said. Well, there's people who believe the Earth is flat and they laughed at that. That was quite good. I'm just said right make videos taking the mick out of these people calling them idiots and telling them why they're idiots
",3,
5848,5695007,"Says Austin is the ""safest big city in Texas with an unemployment rate under 3% that has been named the best place to live in the entire United States two years running."""," Live freely and like that so beautiful such a good paraphrase of what Jesus is saying and I want all of us to understand. Let me just give you a quick understanding of the opportunity that we have that we face. You may not know this but Austin is the largest unreached city in America now only one point seven percent of the Austin region. Only one point seven percent we live in the greatest Mission field some people get ticked off a just be done and all the Californians, you know, and all the the these ones of this one's that one's about the listen. Listen, don't don't don't don't get a don't get a prejudice against another state
",5,
9161,2308046,"""You've been tremendously deceived"" by people who say the Earth is not flat."," It doesn't do any science. He doesn't do any scientific work and he's a I said basically I made the comment that Neil deGrasse Tyson is a science popularizer that he's not an actual scientist and he's not an actual do he doesn't do anything he does. Doesn't do anything and so that that was my comment and the guy was like, well, it's just because he doesn't want to admit the Earth is flat. That's how I got back into this thing. I've never actually truly looked into it until then now let me go ahead and look at some stuff on Neil deGrasse Tyson here contributions to science is Neil published the first of six books on astronomy 1988 these books educate individuals on the topics like Star formation exploding Stars dwarf galaxies in the structure of the Milky Way
",5,
9187,812823,"""When they say Mexico can't pay for the wall, I say of course they can. We have a trade deficit with Mexico that's unbelievably big. ... It's billions and billions of dollars -- far more than what we're talking about for the wall."""," What give me give me an example of something like Trump will say in the past like oh Mexico is going to build the wall. And now he says I never said that Winston's job in if it were in 2019 would be to go back and edit all the times. He said Mexico's will the wall. He said and it would change all of that. He's literally remove them
",5,
16160,3346916,"U.S. debt is ""now equal to 100 percent of the GDP."""," How are you looking at the market cycle? And where the XS is built up right now if any in markets show. Yeah, there's three main areas of Leverage in the u. Like as you point out there's corporate debt as a percentage of GDP. Is that a record?. And then sovereign debt in the US and many other countries is also elevated and that's where after the after the financial crisis that's you know, most of the balance sheet moved up to the Cyber level from the banking level because they got bailed out
",5,
1945,11635556,A photo shows Dwayne “The Rock” Johnson on Epstein Island.," You're not going to beat Donald Trump. There's only one person that could beat Donald Trump. And that's the who Dwayne The Rock Johnson. They know what Johnson man. That's the that's the rock dog
",5,
15516,7341650,"""No federal official at any level is currently allowed to say ‘Merry Christmas.’"""," Most people call it and what is my favorite Christmas gift Bobby a Xbox One? Yes. I got it two years ago. I want to say Merry Christmas. My name is Dan. Wait, I can't say that because I'm cold
",5,
3707,8519141,"""One in eight American adults, or 12.7 percent of the U.S population, now meets diagnostic criteria for alcohol use disorder."""," No hard feelings to anyone out there. I'm on your side. Over 15 million American adults battle alcohol addiction and 2016 purdah National survey on drug use and health the National Council on alcohol and drug dependence reports that one out of every twelve American adult struggles with alcohol abuse or dependence. Alcoholism is a pervasive and chronic disease that is treatable with specialized programs. One of the most popular forms of alcohol addiction management and
",2,
4374,312704,"""The so-called ‘heartbeat’ law outlaws abortion before most women even know that they're pregnant. This is one of the most restrictive anti-abortion laws in our country."""," Okay, so I'm leading with that. Now as you all know, they have recently passed bills and Georgia, Alabama that not completely. Completely ban abortion is they're just saying that you they are Banning abortion after a heartbeat is detected. Okay now to me, I see people saying things very strong words, like I am outraged by the Banning of abortion. I am outraged and I'm sitting back kind of feeling crazy because I'm like,
",5,
5756,6722178,"""I’ve lived"" in Milwaukee ""all 61 years of my life."""," I mean the man literally has a haul ass statue of him as the fines in Milwaukee. So like he doesn't he doesn't need an. I can't believe I've been in Milwaukee. I've seen that Yes. Actually that that should be his Emmy
",5,
17184,1421852,"A proposed immigration bill will ""bankrupt Georgia"" if passed."," Biden says he would consider a republican for running mate. I just think this whole thing is crazy as fuck. Let's look up the I recently found out about a Georgia bill. half of Americans had best sex of their lives in 2019. Last because the ladies are learning how to do this because we start eating ass that's right
",5,
9146,8196204,"China is ""practicing how to blow up our satellites."""," Technology weapons already in space to kill satellites additionally land-based lasers are being tested to be fired from Earth to disable tamper with or even destroy other countries space technology Satellite Systems, which would be detrimental to their capabilities. The defense department estimates that China will deploy address real laser that can shoot down satellites in low earth orbit by 2020 and may be able to hit Targets in the geostationary orbit by the mid-2020s. China is also developing satellites that. it can perform on orbit inspection basically satellites that can repair other satellites, which is much cheaper than replacing them. The United States is also developing on organ repair capabilities, but a research shows that these repair satellites and also those the Chinese could function as a weapon
",2,
13202,10853463,"""In the last two years, we have reduced the deficit by $2.5 trillion."""," I think the road budget is pretty stretched. Although the chancellor announced 400 million for roads. I think the actual deficit is is in the billions of this point. She's it essentially a case of just having really good communication in the on. Group tries to make sure everyone is aware
",5,
12550,1422192,"The Libertarian Party ""is the third-largest political party in the U.S."""," Libertarian party's core mission is to reduce the size and influence and expenditures of all levels of government to this effect. The party supports minimally regulated markets a less powerful federal government strong civil liberties drug liberalization separation of church and state open immigration, non-interventional ISM and neutrality in diplomatic relations free trade and free movement to all foreign countries and a more representative Republic as of 2016. Largest organized political party in the United States the last time I paid attention to the libertarian party, you know, I don't really get down with the whole party thing at all, because I'm totally ready with the party know. I'm a total Anarchist I give up they could all go fuck themselves to be completely honest with you. I mean, some of them might be good people but fuck your party, you know, but the last time I paid attention to the libertarian party, Gary Johnson was running I was in 2016
",5,
9860,7310941,"The California governor ""says yes to poisoning more children with mercury and aluminum"" in vaccines."," A heated argument you want to fight each other? He'll fight the enemy like that. I'll get tired of seeing that you want if you want to pump your chest up with a brother because you disagree with him help up your chest up at this damn food system that's killing your wholesale pump your chest out at the Pharmaceuticals. Who putting these aluminum mercury in the vaccines and you vaccine in your children now your children end up with autism?. Pull up your chest up at that pump your chest up at the school system who ain't teaching your children out of the self?. What you pump at your own brother, don't you pump up that your own sister because she disagree with you
",5,
9801,6730874,"Planned Parenthood is ""the only health care that a significant number of women get. About 30 percent of women, that's their health care.""","SEP.This episode of the nod is brought to you by Unstoppable a new campaign powered by Planned Parenthood. The idea behind Planned Parenthood is bigger than sexual and reproductive Health. It's about everyone having the freedom and opportunity to control their own bodies and their own Futures and Planned Parenthood believes that together when you march together vote together lead together and have each other's backs. You are unstoppable to learn more and join the movement Gente
",5,
912,5166305,"“If I don’t take the vaccine, I’m at risk for covid. If I do take the vaccine, I’m still at risk for covid PLUS I’m at risk for permanent vaccine side effects. Therefore I’m reducing my risk by not taking the vaccine. That’s the real science.”"," Should we risk it with another child and let the doctor make the decision. If you see the family people are reverse this and they're allergic or something else. Obviously, the vaccine is not the right thing to do because of the risks. This is part of medical decisions made all the time. It's not only vaccinations in many areas you go to a doctor they find that you're allergic to certain things are not going to give you a medication or they may not do certain interventions, etc
",6,
8386,269996,"""Today, there are more Hoosiers going to work than ever before in the 200-year history of the great state of Indiana."""," I was thinking about that just the other day because the the first week of its September, right? Yeah, the first week of September marks eight years that I've been in living in Indiana, and I was trying to think when I allowed to start calling myself a Hoosier now today. Yeah, you got it. Why today what happens today? In order to be called a Hoosier? You have to be blessed by two great Indiana men and that just happened a momentous occasion. Yeah, you do need to dip your finger in the beer though and rub it across your forehead to make the ceremony complete now, I gotta ask myself. Steve will mail you a certificate
",5,
6288,6381957,"""Now it’s official: FDA announced that vaccines are causing autism."""," I looked up this guy in Oregon, Oregon, Oregon Washington State actually have watched in state. He has 15,000 clients and he's a against vaccines. He said that there's scientific proof that the measles vaccine has links to autism. Okay, so I have a baby. I'm living here in a very clean, you know, very clean Here Yeah, clean area the ghetto but I'm saying like, you know, so if there's a shot
",2,
11701,7365476,Women in the U.S. get 23 percent less pay than men for the same exact work.," Let's just talk about an equal bar and points on which there is definitely a gap is is the pace or the gender pay Gap exists in most of the countries even in developed countries like the US and. And European countries in India itself. The gender pay Gap is 34 percent which means men get paid 34 percent more than women for the same tasks and responsibilities. And it's the same at the international level as well looking at the example that Linda just gave about the women's football World Cup and in the recent debate, one of the major points was the enormous gender pay Gap in the in the World Cup in the two tournaments of the men and the women. So while the winners of the women World Cup took home four million
",1,
17479,13337,The national debt grew an estimated $15 billion last weekend.," The next day it crashed peace and safety. Is what they were giving in 2008. Debt was at 14 trillion dollars. I can't even figure out what that is. And there were there were warning signs and there were some men out there honest hearted economists who began to give a warning but the majority were saying peace and safety
",5,
783,5908637,“Very few … if any” states have a minimum wage of $7.25 an hour.," You know, so like now I know that the servers are a bunch of little pieces of shit are so lazy like and what I was saying about them not carry guess their soul easy batter. I miss that so I miss the East Coast because people like even if you took didn't like care about your job you worked hard because you know thin and I are going to get $450 a Midwestern trying like I was in Chicago for years and like yep busted our asses and like cared about it, you know. The crazy thing about that too is what California is one of the only states where you actually make fucking minimum wage on. Up your tips to it's like we got a very good point still get a paycheck even though it's not that much. Yeah, but it sounds right
",5,
3098,10688276,Says the New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”," That's what's up markets. Said the world is dying. I think the market got the coronavirus. I think that's what happened. Do you mean - let's talk about your theory of the coronavirus
",2,
18525,3202392,"Says he was ""a Marine during Vietnam."""," I got to tell you. He came from a military family and it inspired him to go into the military. He was a marine. We're going to talk some about his childhood. Don't want to get into that but I tell you what, you know, he reminds me a little bit of Rage background grew up on the wrong side of the tracks and I tell you there's a lot of people out there that grew up on the wrong side of the tracks and lost their way and our guests
",5,
6510,10741382,"The NFL is ""getting massive tax breaks."""," It will find a way will circumvent the capital cheat for another 2 years. I don't care we'll do it. Yeah, I think NFL just needs to get rid of they just need to go like the basketball and baseball route with it and just be like yeah do whatever you want, but there will be a tax. You'll have to pay a little bit and just a little while I would love that. Oh Dad would be on the team AJ Howard
",5,
8558,905534,"Virginia’s banning of felons from voting is a ""Jim Crow-era law."""," They hung you they rape your women. They did all these things prior to these Jim Crow laws and they were still doing them out. The Jim Crow laws. So how could you really think that that you want? Mr. It was to reconstruct the South and you still had Lincoln President Lincoln and at that time he was employing all these things
",5,
13536,7342393,"""One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids don’t graduate."""," Daniels our principal answer the query quickly and clearly. Oh, that's because we're not accredited here. We don't actually give out High School diplomas. My face must have said what the fuck because mr. Daniels turned to me and said, mr
",5,
1259,4800793,"Says Facebook recently logged users out to track their “off Facebook activity” involving bank accounts, emails and other apps."," I won't need this because I'm going to be inside with my filter. But anybody that is off of Facebook performing activity will have a new option to control how websites are using their data. This is called off Facebook activity and you're going to be able to log out of any website or app that. it had your Facebook login and you're also going to be able to clear that data that these third parties have it is not going to clear what Facebook has specifically for you. So you still could get the benefit of Taylor dad's coming to coming your way
",5,
1926,9280175,“Suburbs are by and large integrated.”," if you were to drive from Philadelphia to Chicago you'd see some beautiful sights true really great strong as hell then. Yeah, if you were to drive from Toronto to Winnipeg you'd see nothing. How is suburbs? Maybe they should not it's like it's just everything is so far apart the big city. It's like those big cities. You just named what like all the NHL cities Plus Quebec City or
",5,
2318,11927466,Says George Floyd appeared on Judge Judy.," But if you're looking to push on a bit more than having these tangible goals is really good because it means you can actually assess your getting fitter and most of our people just say I'm feeling fitter. But then how do you get beyond that? Like, I feel fitter now that I did maybe two months ago, I'm gonna. Court Judge Judy on this one. Don't tell me what you feel. Tell me what you know, tell me what you can prove
",5,
9757,10101235,"Says Donald Trump has ""changed his mind"" on abortion."," Out anything that's not gonna happen. Is there anything anyone could say a million that would change your mind about no climate change or election financing. Anyone says to me will make me change my mind about abortion. I think it should be available readily on demand. I think we should talk to shit out of guns and use whatever money that is to fund abortion for undocumented immigrants
",5,
9968,8658165,"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV."," Oh, yeah, these randoms are sleeping with. You do not need to go through life with an STD, even though most of them can be treated very fairly. Yeah people with HIV can actually live the same amount of years as a person like without HIV now, that's insane. If you stay on your medication, you can live the same amount that a normal person can live now ya know like that's how good medic like. Education has gotten that's insane
",5,
255,3868979,"“FDA approval means nothing when you realize the FDA also approves pesticides in our food!"""," So you'll have like six thousand dollars at the buying power which it's cool, but you can blow up your account very fast, very very fast with that guys. They charged me to keep up-to-date with like stock market news events stuff like that because for Traders we look for Catalyst most most of the time in stocks. So that's like FDA approvals. Pretty much anything guys, but so, you know make they you can make like a watch list of stocks that you would like to trade or you know, learn about companies skin businesses newspapers and maybe some like Financial websites like MarketWatch or you know, something like that. So for day Traders, you never hold a position overnight very
",5,
16039,7412182,"Social Security is a ""Ponzi scheme."""," It was truly the biggest Financial scandal in world history. Operandi was a fairly standard Ponzi scheme named for con man, Charles Ponzi. A Ponzi scheme is a redistribution of wealth hiding behind a fake investment scheme. It takes money from new investors and hands it to old ones. Meaning that the only way to pay the old investors is to find more and more
",5,
16812,11802067,"""For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion."""," And I was like, oh, that's great. I was I was actually pretty cool to like ear my doctor basically say like, oh no, this is the best place for that. You know, and that Planned Parenthood is a trusted source for abortion care for Women's Health. And so I made an appointment at the Planned Parenthood in Pasadena grew up driving by all the time because you know, I'm from. Los Angeles and the only did abortions on Friday
",5,
14932,7630865,"Says Obama health reform law denies millions ""access to affordable insurance."""," I don't know that the Trump Administration has been for or against primary care. I don't think they've done anything to harm primary care except maybe through cutting back and insurance, but I think I think our nation is beginning to realize that we need a stronger Primary Care system. So just to be clear though the Obama Administration the Affordable Care Act was about access to insurance and did absolutely nothing as has the previous twenty administrations have done absolutely nothing to. That's not quite that's not quite true. I think through the the title seven grants
",4,
17346,9929728,"Says that before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didn't go for health care."," The following is a short list of Irish shared expenditures as a society. The total cost and the cost per citizen. We spend two point seven trillion dollars for healthcare 9090 dollars per citizen per year. We spend over 1.4 trillion dollars on crime 4713 dollars per citizen per year
",5,
1941,5968547,“Word on the street is that Joe Biden got tonight’s debate questions in advance.”," Well, you've got one person who ran for president three times and was vice president for two terms under a very popular president and you have the other who ran for a very long time for president and they have high name recognition and a whole infrastructure that they've built up over a long period of time and so we are still in the in the process of introducing. Ourselves to you know, as a campaign to the American people and I think that that introduction is an ongoing process and we're seeing the progress. So let's talk about that debate why you had to do Joe Biden like that. You just his pride, you know, you got a family but the viral moment but here's the thing, you know, I have to tell you, you know, my sister and I were talking about it when I and I have to say one week because it was a family decision to made the decision to run for president. It was a long thought out process of making that decision because look I mean, let me be very clear about what it means to break barriers
",5,
13400,425490,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.," So this is what's interesting like Bitcoin is legal, but it lets you get her get around these Financial restrictions and 3D printed guns are legal and they let you get around these restrictions of needing a background check. So for those who don't know in the u. When you go to buy a gun they do a quick background check on you and the guns. By our registered that is a registration number on each gun and that's connected to your name. And that's how they know what guns you have and that's how they prevent people from buying guns with 3D printed guns
",5,
