Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
4837,8357662,"As for recreational marijuana revenue projections, ""we are seeing all those numbers reach disappointing levels in the states that have legalized. They’re not meeting their targets for the most part."""," And right at the top of our guidance at 95 Million, by the way, the largest revenue figure in a quarter that any cannabis company has ever recorded for cannabis revenues and on the overall net revenues. We miss slightly based on our ancillary or non cannabis Revenue couple of reasons for that one. Those are more variable than our cannabis revenues. We also have a little bit less visibility in. into the performance of our non cannabis units that are independent that have a separate governance structure
",-1
12771,1422072,"Most Americans want ""traditional marriage,"" as defined by the Defense of Marriage Act."," So when we're talking about traditional marriage, does that mean between a man and a woman traditional marriage man?. That's basically saying you know why this in you? Okay, so families and communities should be strong and free from government intrusion, but we're not gonna let you marry your gay cousin your game fucking third cousin or you're gay second one that sits right underneath right? That's a gay best friend from high school or your sisters uncles cousin-in-law or whatever but. Traditional marriage is the foundation of society and right above that. What was talking about earlier about Trump doing the at the summit not going to the climate change things. It says leaders should serve people not special interests
",-1
7874,5204643,"Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument."""," Energy, then that which is deployed to secure the Integrity of a monetary Network and constructively in this case the Bitcoin Network. But that doesn't stop those who do not understand the problem from Raising concerns quote the fundamentally wasteful nature of Bitcoin mining means there's no easy technological solution coming end quote The Guardian. Quote in the context of climate change raging wildfires and record-breaking hurricanes. It's worth asking ourselves hard questions about Bitcoins environmental impact in quote Vice media. for background Bitcoin is secured by a decentralized network of nodes computers running the Bitcoin protocol economic nodes within the network generate validate and relay transactions as well as validate and relay Bitcoin block time sequence groups of transactions mining nodes perform similar functions, but also perform Bitcoins proof of work function to generate solve and transmit blocks
",-1
16136,6496479,"""Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement."""," On great teachers and the remarkable life a deliberate practice case study part 1 by Cal Newport of Cal Newport. The impact of teachers is profound. If you rank the world's countries by their students academic performance, the u. Is somewhere in the middle in a 2009 New Yorker article Malcolm Gladwell notes that replacing the bottom 6% to 10% of public school teachers with teachers of average quality could be enough to close the gap between our. Current position and the top ranked countries quote your child is actually better off in a bad school with an excellent teacher then in an excellent school with a bad teacher Gladwell concludes, but there's a problem quote
",-1
15302,1189412,"Students today ""take more years to get through"" college."," I mean that place is lit man free on Wednesdays from college students and six other pitchers of beer can go wrong with it. We got a little topic here as we start school on Monday. Some of us are going into our last semester of college finishing up. I will be graduating in May. With my bachelor's in business
",-1
2256,3407363,Say Joe Biden is a pedophile.," If you grew up in the identical environment that he did we all in this room agree that there's there anything we need to talk about split a little bit more. So if I became a rapist right the rapist that you see on TV that barely anybody on this planet likes, let's make it one step further a child. Let's say a pedophile. Only person that doesn't like want to smash in a pedophiles face that I've met as be another pedophile, right? But the question is why right because really they were probably brought up in that environment. I'm not saying I can donate so please hopefully nobody takes it that way
",-1
8570,11160607,Says she was the first in her family to go to a four-year college.," I'm sorry, but I I need to be with this gravel and not with you and your milk. Now she burned her bra. She went to a school of four years or more. And she plans to vote 50s. Please keep your loved ones close and only let them play with rope lace and sticks a now return back to the Price Is Right Bob
",-1
3597,1895207,"""They banned face masks in Hong Kong. Why? Because they have AI technology that now is using facial recognition to identify protesters if they so much as do anything on the street, so they can follow up with them and detain them later."""," I'm a pariah improve calydonian boar in a coma. By my technology Mia and delayed development. Facial recognition it has a Hong Kong protests. No, he didn't depend on Hong Kong protests. Who's the guy technology has facial recognition to Hong Kong? I saw some contentious them a bag
",-1
3313,7332772,"""Yet, for all that spending, health outcomes today on Medicaid are mediocre and many patients have difficulty accessing care.”"," Gather the intermittent fasting and a running right? And so now with Jen she's starting to put all the pieces together and it's showing in her practice. She's lost 10 pounds. Medicaid time it's incredible. So what has you excited right now? Okay, what has me excited right now?. Now definitely the half marathon
",-1
16202,3162469,Says his Twitter account has 1.3 million followers.," To a thing that they've never used in their daily Life podcast podcast was you're going after a specific demo or are you kind of just like whatever demo like Vibes me? I always thought with total frat move like I get that. They're a punchline TFM like was big on Twitter. They a million Twitter followers. I was just like hey, whoever there I'm just going to take away the people that my peoples if they if they're they're fun. I know what the punch line is, and I know why people hate frat guys, but also,
",-1
12942,687006,"Says, ""In Oregon in 2010, 49 percent of all pregnancies were unintended."""," This isn't something that I am like ashamed of that all clearly. I'm on here telling hundreds of you guys thousands of you guys my story and that I wasn't planning on becoming pregnant. I don't see a problem with this 50% of pregnancies in the US are unplanned. So people that are hiding it are just hiding it and meanwhile, it was an accident. Oh, well who cares move along so
",-1
2091,1516111,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”"," So I think condolence letter writing is just a practice and not to get too stressed out about. what can I say that will be of comfort just say that you love them and that you're here for them and keep it simple and the act of writing it on a card or a note by hand is beauty enough, you know, give yourself a break just do it. I love that bringing Nike the Nike slogans because it's really true. It works for a lot of things in a lot of different contexts. I couldn't agree with you more so in looking at some of our other questions here
",-1
3878,12357590,Says the character Freddy Krueger was based on a real serial killer.," Is it actually correct? Exactly, but that would save them for the time being because they're following the rules of horror. But anyway, we get to the real theatrics, correct where. We get our real introduction to Freddy Krueger. I mean if you want to count the opening scene you can but we get him in his full of you know, glorify theatrics, you know, he comes and like I'm gonna get you bitch, right and he has like he's like what like is like super like dangly arms. That was very intimidating
",-1
18324,2438848,"""Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms."""," Let's sit down and talk. Let's see if we can figure out a way but we're not going to be able to do this if you have a gun so the new general starts to confiscate guns, and this is. The second amendment is about the right to bear arms. Right? So general Gage is who it is and he is going to go after the Massachusetts militia. He says I'm going to put down a militia
",-1
9681,9920721,"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air."""," Human-caused global warming but possibly possibly the more well-known study came in 2009 and that was by Peter Doran who's a glaciologist. He's a climate scientist. He surveyed the earth science community and he found that among the scientists who were doing climate research 97 percent agreed that humans were causing global warming and. In 2013, I published the paper with some of my colleagues at skeptical science where we looked at about 12,000 climate papers and amongst the papers that state a position on human-caused global warming again, we found 97% consensus. So when people talk about consensus it can mean different things
",-1
563,11629922,Says Joe Biden confused his son and his grandson.," Great now just stand here, basically. Donald Trump is talking to the Ukrainian president. Basically saying give me dirt on Joe Biden's son. What did Joe Biden do porn? Like? What did he use the black dildos? What the fuck's going on that damn, right? I don't want to see that. So he's trying to get dirt on Joe Biden because in Donald Trump sighs Joe Biden is the only one that he thinks kid what the beat him can beat him
",-1
2625,3967859,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”," One would be probably something like vitamin D because we don't get much sunshine in this country exactly a lot of us tend to be deficient in vitamin D right now. Look I'm not a doctor. I'm not saying everyone is deficient in vitamin D. But generally speaking a lot of people do tend to be so they be just three off the bat that I would recommend. Yeah, a good multivitamin and vitamin D per from that like, you know, you don't need to you don't need to be looking at Stress Management stuff until your your further down the line like, you know, you can manage your stress for by just staying off your phone
",-1
5236,11626793,"Says marijuana is ""legal in most states in this country."""," You know, it's interesting a lot of people in America. They Des California but a lot of cities in America don't have that California has is legalization of marijuana. Marijuana is legal everybody legal in California. You can take pills you can take Edibles you can take gummies whatever it is, but the thing that California has even more than any other states that it. It's legalized in as we have a weed Cafe
",-1
4374,11976618,"""The so-called ‘heartbeat’ law outlaws abortion before most women even know that they're pregnant. This is one of the most restrictive anti-abortion laws in our country."""," Yeah, well, I've got it here what they do. I screenshot it Alabama passed an outright ban last week including four pregnancies resulting from rape or incest. But like in test one, it's the woman's life was in danger other States, including Ohio and Georgia have banned abortions absent a medical emergency after six weeks of pregnancy or after the fetus's heart beat can be detected which can occur before it women even realize interest rate. Okay while at six weeks the baby is literally the size of a grain of rice. A greater prizes like I just can't
",-1
5236,6849888,"Says marijuana is ""legal in most states in this country."""," Marijuana is legal in my state some people call it weed. Some people call it pot. But marijuana is legal in my state. You can't smoke marijuana and drive after just like you can't drink and drive after but if you have a medical card and from what I hear, it's pretty easy to get. You can get marijuana legally from a store that's new within the last couple of years
",-1
9161,3736268,"""You've been tremendously deceived"" by people who say the Earth is not flat."," So now that you talking about these sightings My Philosophy and I want to hear your point of view on this. This marvelous My Philosophy philosophy. I'm sorry is that I believe in a flat Earth. I don't know about you. How do you feel about that? And I also believe that there's no such thing as space
",-1
10989,3917252,"Says cuts to Medicare affect people who have already ""paid in. We paid for it."""," Good for you because I feel like it's been unhealthy sometimes gonna I was thinking about asking does it feel healthy. I feel helpful other health benefits to it Medicare. Yeah, medicare-for-all each other's work. You may break you block them and every single social media. So I think that a lot of okay
",-1
13413,10253828,"Says since Australia passed tough gun laws, ""homicides by firearm have declined almost 60 percent."""," It's just and I'm for me. I got no idea. This is the thing, right? So let's let we're going to see we're gradually getting this conversation to the Australia gun control laws voice of the American one, and I think we've discussed this. I think I discussed this on the show on KLH Hugh last year. But um, yeah, I haven't discussed it at length and it's very interesting to talk about it considering that this is the week after the shooting
",-1
3267,5534480,"“The coronavirus is the common cold, folks.”"," I'll tell you this the Corona virus God damn it. Often such say you know, I was kicking it off with you dear. The groan of is a Corona virus ice cold Corona. Yeah, it gives you shits and take madala. Anyway, fucking China dude China send a note Meat Market Fish viruses
",-1
16202,4850122,Says his Twitter account has 1.3 million followers.," There's there's a dude that he's a former student of mine. We had him on the podcast before his name's Angelito Angelito is it's really funny with social media though because he's a monster on Instagram. It's not like 30,000 followers, right? This dude's a monster on Instagram. He's also a really busy practitioner. He doesn't sleep doesn't sleep
",-1
15510,7340697,Christmas trees are grown in all 50 States.," the to reveal maps of Escape Routes sometimes truth really is Stranger Than Fiction. 25 your Christmas tree probably took a real trip unless you cut yourself your fresh Christmas tree probably spent weeks out of the ground before it made it to your local retailer. And while you may have visions of hiking in the woods 98% of American trees today are grown on farms mostly in California, Oregon, Michigan, Washington, Wisconsin, Pennsylvania, and North Carolina is top Christmas trees producing states. We've got a couple of tree farms in the. Yeah, I know that that always sell out every year
",-1
19674,1423071,"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes."""," Are you telling me that the free market? Absolutely everything? I have some crazies. All right kind of ties into the whole taxes and missing and all those so wrong. Reagan created something called The Grace Commision and they found that all taxes go to the federal Death and All income tax from Americans are gone before anything is paid for paid for as in Services. We expect the government. So to tie that into the whole crowdfunding thing, we crowdfund, you know, helping each other out with X ones that we fund this and that together, but the services that we expect the same thing from from the government that we pay for the money and the money is allocated for
",-1
9584,1013469,"Alabama’s Crimson Tide will be the underdog in Saturday’s game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win."," So they got what they deserved Alabama Clemson. I kind of feel like Alabama by a lot. That's yeah, my hunch on on the game is that Alabama will probably win going away. You know, I I like I like what Clemson has obviously we all saw it in person, but they'll missed extra Lawrence in this game. Yeah, they will miss sexual or to this game
",-1
12041,3225931,"""For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world."""," however, the US would soon have significant problems of its own in 2050 to the Texas oil fields ran dry making the country severely vulnerable to energy shortages and then in 2053 the new plague began to ravage the US population causing an estimated 200,000 deaths and prompting the government to close the country's International borders nuclear fear has gripped the country when in that same year Tel Aviv was. Droid by a terrorist nuclear weapon and in the following year warring Nations exchanged nuclear weapon strikes in the Middle East things started to heat up. That's basically what this is saying is the United States becomes more desperate for oil. We have a plague and then some bombs are released in the world through some sort of nuclear Exchange in the Middle East in response. The Americans began project safehouse a series of underground vaults designed to survive nuclear war or an epidemic
",-1
16740,2686105,"The federal debt is more than $14 trillion, ""almost equal to the size of our entire economy,"" and ""every child born today inherits a $45,000 share of the national debt before they take their first breath."""," Well, so yeah, when you when you think about the context of the in there's many ways to think about leverage, but when we're thinking about the financial liabilities and the dollars that can pay for those financial liabilities if if there's today is 75 trillion, just just bringing it back up and not necessarily to the actual repo operations in the left. Profile potentially the counterparties that causing the spikes and repo but talking to a system wide perspective. There's approximately 75 trillion of debt in the system and the banks at least as of September 2019, which is changed which we'll talk about was only one point six trillion. And so in that context when you think about it at the highest level and take a step back and just look at the look at the field through those lens. That's for every dollar that actually exists on the left side of the banks balance sheets today
",-1
2834,2260331,“The (corona)virus just isn’t nearly as deadly as we thought it was.”," Do you have any sort of like story that you can tell stories or just something to just fill the tingling?. That around yeah, dude. So I've been reading about the Corona virus that's just started. We just started getting cases in the u. There's two now one in Texas and one in New York, I think but I was reading about it
",-1
11241,4929069,"""For the first time in history, (Thor’s) hammer is being held by a woman."""," Freya how nice it is to be graced by your beauty though. I come bearing dire news. Thor has lost his hammer. Loki told Freya of The Misfortune that happened the previous night. He asked her for her magical feathered cloak that would help him in finding the hammer many
",-1
13559,10343500,"Says, ""In the last four years we’ve cut $36 million in ongoing revenue."""," So some examples are hexo and organic. M who are two of the better mid-tier LPS, hexo had to completely withdraw guidance. They said they were going to do four hundred million dollars of Revenue next year. Now, they're saying they might do 20 million next quarter, right? So G thing that's going to give you can hit the well, I don't know but 20 20 million a quarter is doesn't seem that that hard to hit right? I don't pay that much attention to hexo but give a quick background on hexo. Yeah, I mean heck those are company based in Quebec
",-1
10274,2768500,"""Many of the alarmists on global warming, they’ve got a problem because the science doesn’t back them up. In particular, satellite data demonstrate for the last 17 years, there’s been zero warming."""," They'll figure I don't figure a way is fine. I'm not a saint. You know that these Sciences are smart enough to produce another scared about global warming anymore. Listen, I'm not impressed by the predictions impress me with some solutions. I've been very reassured by breath
",-1
10963,12005488,"Women still do not get paid as much as men, even ""for the same work, period."""," Always has the best Mitch McConnell one. He does the way that he describes how he looks or like what he's looking at? No, I loved that and I loved the just shape probably caught shit for this one too, but I just liked his delivery on. The into two hundred fifty Seven Years women will finally receive the same pay as men. So just like calm down. Just hold on be a little patience
",-1
8561,9012709,"""More businesses went out of business last year than were started for the first time in our history."""," Like people think is very time consuming. It's just like doing a little bit every day. I think it's like 50 percent of businesses of started businesses fail in the first two years. Hmm, and it's not because like I didn't go right this people just give up because they're like, oh, well, it's not like world-famous because like you just have to keep going. Yeah, like do a little bit of assistance
",-1
2091,11020547,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”"," Best gosh darn podcast out there. I mean if you get hit best, that's when you get the best performance. It's like Nike trying to give us a hundred thousand dollar deal. We don't want that. No, give us some microphones get us some more and then we'll talk money
",-1
10326,11802600,"According to the CDC, ""110 million Americans now have a sexually transmitted illness."""," this week on dirty girl sexually transmitted infections. Did you know that according to the American Sexual Health Association one into sexually active persons will contract an STI by age 25. That's right folks 50% of Americans will have an STI in their life the CDC estimates that undiagnosed STIs cause 24,000 women to become infertile. Stop being so fucking ashamed about it. Go get tested wear condoms and deal with it
",-1
6169,10917420,"""Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers."""," There's lots of lots independent games, but I'm not sure they're making, you know serious money over, you know, fewer break through the course they are you know when your. Was of course a groundbreaking extraordinary game and there are some like that but I don't necessarily think we're going to see more or less of that. When I do think we'll see is that you know apple is saying there's a 500 million dollar budget. I believe of course a hundred games. So that's five million dollars per game approximately and that will be interesting because it means there's no risk of failure that can go in and try and he game and see what comes out and I think it'd be naive to assume that all went to work
",-1
17623,13337,"The debt is ""nearly $6 trillion more than when President Obama was sworn into office."""," The next day it crashed peace and safety. Is what they were giving in 2008. Debt was at 14 trillion dollars. I can't even figure out what that is. And there were there were warning signs and there were some men out there honest hearted economists who began to give a warning but the majority were saying peace and safety
",-1
16871,11117852,"Says ""an average of $4 billion is added to the national debt"" every day."," So there are nine. There are nine billion people on this planet. Or the national debt of America is twenty five trillion dollars. I will just do a few more. One of the big ones is the Czech word Chef which in English is boss
",-1
3195,9329302,"“I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders’ plan, my student loans will be forgiven. I’ll only have to pay $450 extra in taxes a month for the next 25 years to make sure I’ll have no more student debt.”"," So the first which was in my mind of just seeing that oh, all of this is possible for me to you know, I was kind of living in a matrix of like, okay, I'm said the story that you should go to college. You should get a job. You should pay off your student loan debt. You should get married. You should have a kid you should buy a house and she take one bag
",-1
15006,5973759,Says he and President Barack Obama have the same position on gay marriage.," Most hated person on Love & Hip Hop it's a little bit more complicated than that. Most presidents have done something terrible during their presidency. They have likely been on the wrong side of history about an issue during their presidency former President, Barack Obama also wants oppose gay marriage a lot of human rights groups. Also were fiercely critical of Obama because of how much he embraced using drone strikes to wipe out enemies in some cases those strikes actually. It to civilian casualties
",-1
2191,9546623,“The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?”," So let's say our friend Jasmine wants to send money to her friend Marcus, but Marcus lives all the way on the other side of the country. It wouldn't be very safe to send. cash in the mail. So Jasmine could use a check she would write how much money she wants to send on the check. Who's she sending it to and she'd sign her name when Marcus gets the check
",-1
2407,3319697,"""Our country and Constitution was built on a foundational separation of church and state."""," It's like no I know night things start draining and of course have some of the LED Slingers are no fucking clue. I don't think that goes well with what I earn it explode but this is so so to me this is. This is a infiltration of what the founding fathers wanted separation of church and state. This is and when Church taking overstate this is church taking over State and that to me is a big No-No. It's dangerous variant extremely dangerous because then especially if you're dealing it's one thing to
",-1
1728,2062064,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”"," So you want to keep the use of antibiotics antibiotics down or within reasonable limits. Another thing we need to do then worldwide is to improve. hygiene and sanitation stopping people from getting sick in the first place. Yeah, increasing vaccination rates and things like that. We need to look at the use of antibiotics in agriculture
",-1
9249,5194335,"""We get practically nothing compared to the cost of"" keeping U.S. military forces in South Korea."," That would not be sustainable. If we had Direct taxation without the world Reserve currency note. No other country could keep up the military cost that we keep up is because. cuz of the federal reserve's ability to print an issue new money against such a massive economy that uses the dollar because we're not talking about the u. Talking about the dollar is the world Reserve currency every bank that backs their currency with dollars that holds dollars in reserve every country that buys oil with dollars everything from OPEC in the Middle East all priced in dollars
",-1
5957,2885098,NASA Has Just Confirmed Earth Has A New Moon," Welcome back to astrology Now podcast. My name is Christina garrigues. And this is our new moon forecast. And this new moon is going to be taking place in July 31st, 2019. It's going to be taking place in the evening time around 10:00 11:00 p
",-1
132,6605066,"There are 500,000 “missing kids a year.”"," I don't know if they Robert had a history of truancy. I thought something was unusual right off. They issued a statement saying, you know, there's a missing boy and it's not that they don't do that with other missing kids. But this one does seem to stand out. I can tell just by talking to the public information officer this there was a little bit more of a urgency to this one
",-1
18521,9534815,"""There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools."""," And brush your front teeth, too. Can I get a drum roll by stomping your feet? The answer is fifty six million students in 2018 about 56 million students went back to school in the United States. And there are more than three million teachers in public schools. That's a lot of students for every teacher to teach switch your brushing to the bottom of your mouth and give your tongue a brush to there are all kinds of different schools around the world. Some schools are super big like the city Montessori School in Lucknow India, which has 55,000 students
",-1
8141,8358122,"""Medical-grade marijuana alone will not get that patient ‘high,’ no matter what level of THC, CBD or any other compound is found in the plant."""," So, you know more and more people in the country who have prescriptions for medical cannabis are able to gain insurance reimbursement for it. So there are some good reasons to to do that and and let me add to that. You know, we always emphasize to patients that if you're using medical cannabis your it should be under the care of a physician. If you're using medical cannabis to manage the symptoms of a healthcare condition. It should be under the guidance and the
",-1
11421,1898103,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt."""," So many students go into college or higher education studies with no real plan a real goal and they don't necessarily find that within their time in college and so there. R not if they're not motivated by the expectation of what's going to happen for them afterwards then they may not be setting themselves up for success in their career their vocation and their life and what tends to also happen with college in the modern day, especially in the United States is that we graduate with enormous amounts of student debt, and this is very normal. There are over a trillion dollars worth of extant student debts hanging over the heads of Americans. and this is also in a sense of form of expectation and. but if it's not fully utilized then what we have is a system where we were able to basically pile huge amounts of debt on to students that aren't really considering what it's going to mean for them
",-1
4232,5154688,"""30,000 Americans a year die waiting for health care because of the cost."""," Not making a promise with what you don't got. Unhappiness distorts our mental and emotional and physical health. Listen, the highest health care costs in America. According to Huffington Post is mental illness one out of five teenagers are living with a with a diagnosed mental health condition. We don't know about all that what the number really is because we only have what has been diagnosed many people many kids many families
",-1
15507,1828875,Says murder is the chief cause of death for pregnant women.," Anna getting on my Biomat going for Reiki and reflexology. Well reflexology is actually more recent. So that's kind of murder related to my my pregnancy Journey. But yeah, I've had some energy work. I've gotten a lot of massage therapy for relaxation and just taken more time just to be whether it's meditation or journaling or going for walks that's been all part of the journey as well and we made a move outside of
",-1
5414,913838,"""Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million."""," I like it to be something charitable like today. It was I gave to the food pantry in my hometown because they're changing the SNAP benefit requirements so that no you have to produce. So like a lot of people are going to be cut off from like food stamps. So I did that because it was like, well, I feel I'm mad house and just bought myself some things. So I'm going to give money to other people who probably
",-1
144,8363976,Children and teen suicide attempts “skyrocketed 250% in 2020” according to “one study done by a hospital.”," I need to reread the whole entire article. I looked up the farming suicide rate was staggeringly it higher than others. I think the whole suicide rate and is rising in the United States it especially did there in like the late 2000s and the early teen mm, you know 2. And 15, which is not long ago, but I think it's all Rising as a whole but like Farmers by far our are higher than everyone else and that's that's so sad. So in a neighboring town to here just this last summer
",-1
9616,2465617,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," That's true, but you can't know that or how about smallpox. Do you want to gamble? Exactly? So you want to gamble being like my kid might be one of the fucking million who can't handle a vaccine. So I'm going to not give the vaccine because he maybe he won't get one of these other diseases that vaccines prevent. Then the child gets more vaccines in a few months and more and it just kind of builds up in their system all the bad stuff and vaccines. So but yeah, yeah fraggle O7 what's all the bat seventh vaccines? Guess what? Have you done a shot of mercury? It's fucking daily
",-1
3752,9764253,"""People with pre-existing mental health conditions have access to firearms and not health care."""," I think that we should have access to guns. I think that there should be stricter laws on who we give those guns to because there aren't people out there that raise their kids knowing how a safety works or how to put together their pistol or whatever and obviously you can't teach every parent to teach there. It's like gun safety, but we should definitely restrict people that show signs of mental illness and they shouldn't be, you know having guns and obviously that's a great line. There's no black and white with that because you know, you can't tell the person with anxiety. They can have a gun and then tell someone who I don't know his autistic that they can't, you know, they're both mental illnesses
",-1
7128,5980297,"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter."""," Oh my God, my sales could go so the good doctor is getting out of here, but I'm still sticking around final. I'm a coming up next fuck it. There was always this misperception that the black lives matter movement was about or is about hating the police. It was never about hating the police. It was always about police accountability or the lack thereof for as much as the police are on some Law and Order shit on some by the book shit
",-1
5957,2894275,NASA Has Just Confirmed Earth Has A New Moon," My name is Christine Rodriguez. And this is our new moon forecast for May 2019. So we have a new moon coming up. It will be May 4th at 5:47 p. And that will be an Austin, Texas
",-1
143,31085,"“The yearly cost of religious tax exemptions: $71 billion. If the church paid taxes, everyone would only have to pay 3% taxes.”"," Mmm thirty two billion in stock market Holdings which you know churches. Oh, by the way, this is all tax-free money. They don't pay tax base because they're a church. Yeah, and also they get eight billion annually from tithing. Okay, 40 plus 3/2 Plus 8, that's 80 billion
",-1
6572,1522477,"""12 more hurricanes headed towards U.S."""," We were waiting there and then just as we get into his cousin's very packed truck. He was oh, yeah, we're going to stop by and Disney know that's like we're going to Disney World now. There's a full-on hurricane coming. Rain, I want to go home. We stopped and Disney for like two hours like this
",-1
4269,5178425,"""Richard Nixon was the last president to be impeached."""," It's a political matter. So of course a party that is against the president whether it was the Republicans against Clinton or in other situations,. Nixon was it was going to be impeached but he resigned that ever 175 bring another presidents did the same thing or worse, but it was not known or was not caught. This doesn't justify crimes and doesn't justify things. But you have to remember that when crimes are done
",-1
8756,1173467,"The Human Rights Campaign is ""more powerful than the NRA."""," So the Geo a is like. like they follow the gun lost to a tee. I'm saying and the NRA is what kind of more like the lenient thing they kind of like they kind of interpret their own way. If you don't have saying interpret laws are only. So the NRA is like
",-1
3450,11339070,Says a video shows the helicopter crash that killed Kobe Bryant.,"SEP.you're listening to the man for this podcast episode number 20, so it's really funny because I actually wanted to record this particular podcast for really really long time and you know, it's going to get around to doing it and it just didn't really feel like the right time and.This week we learned about the sudden death of Kobe Bryant and his daughter in a helicopter accident. And it really just bought the reason for me doing this podcast or talking about this topic back. And and today I really wanted to talk about you know, what would be some of the life lessons or what would be some of the advice that I'd want to pass on to my kids and I think watching the hole Kobe Bryant tragedy
",-1
3306,6425753,"""Back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of California. … That’s 35,000 more than we have today.”"," Yeah, so we didn't eat all the pizza. I'm like, let's give it to that that man, but he wasn't there when we left there. Yeah, yeah, there's a lot of homeless. Unfortunately, it is a thing but that part of town was like that street with cool. Look at that street
",-1
8564,363514,"Says Donald Trump ""has the gall to say that prisoners of war like John McCain aren’t heroes."""," He would not provide his enemies with Intelligence on American forces on one occasion after particularly grueling interrogation McCain sat across from do yet in his office and do yet gave McCain an alternative perspective. He explain that here in Vietnam. Do yet was the war hero not McCain. He showed McCain a chest of military medals awarded to do. Jets unit for bravery do yet went on to tell McCain that the nurse went Eaton who treated McCain after his plane crash had lost loved ones in the war
",-1
18525,3199248,"Says he was ""a Marine during Vietnam."""," You got some you got some melons direct quote from John walks up to a check the audacity of this man, right? But see John's always. Has been a real character and Target and so did I mention me being you know knowing what what he's done I try to stick clear of him most the time, but for some reason he really liked talking to me and the first couple of interactions I had with them you came up to me you told me about an experience you had in Vietnam. I don't even know if this man went to Vietnam, but he told me about his Vietnam experience. I'm fucking looks old enough to be poking me, you know, is that this man?. He has like old sailor tattoos
",-1
9196,1157789,"Martin Luther King Jr. ""was a Republican."""," If either man won the nomination there would be little reason to hold Mass protests at the convention. However, the twists and turns in the American political landscape were just beginning less than a week after lbj's withdrawal on April 4th. Martin Luther King jr. Was assassinated King's death sparked protests in over 100 cities with some growing into full-scale riots that included looting and arson even though 5000 US Army soldiers were flown to Chicago to help suppress the violence the city's 65 year old mayor Richard Daley believed it wasn't enough in his opinion, even though nine black citizens. Is were killed in the riots Chicago's police commissioner was over cautious in his handling of protesters
",-1
10737,5732493,"Ebola is ""incredibly contagious,"" ""very transmissible"" and ""easy to catch."""," Do you know Jamaican? Yeah, it's too. What's yeah, it's very it's very vulgar. Ebola is not a joke. Yeah, I don't think that was really Jamaican that was unique in mind that the reason I am so tempted to do an accent, but I know it's going to come off really wrong. Yeah, that's something you that I already searched the Jamaican
",-1
12065,73845,"""We expanded charter"" schools."," I ended up in a Ph.D program in English because I thought that I wanted to be a university professor and then I realized that wasn't that wasn't for me and I started to school in Boston. I don't really know what a charter school was. But I had a colleague who is starting one and she talked me into starting it. It and fascinating in about a year and a half into it
",-1
3790,2686747,Say Sen. Lindsey Graham supports the Green New Deal.," Yeah, like I'm not gonna post a mentor so I'm pumped to talk to to build a couple weeks. That's all we had on the the docket, but I want to get your thoughts on the on the green New Deal. For the new green deal. What is it? I I had a matka villain ID or your Twitter buddy. He said Bitcoins the green new deal
",-1
17623,2689361,"The debt is ""nearly $6 trillion more than when President Obama was sworn into office."""," It's essentially what they were doing was delivering the system. They were increasing the denominator they if if at the beginning. Of the financial crisis was 53 trillion in debt in the u. And there were only three hundred fifty billion dollars in the system by say from start to finish if they increased the amount of dollars by three point Six Trillion just by that function alone. They delivered the economy and then that inflation would be seen over time
",-1
8756,3577342,"The Human Rights Campaign is ""more powerful than the NRA."""," So my biggest problem with the entire situation is how could these countries boom within a week two weeks change law, but you know, we can't figure it out. I mean, it's I mean as crazy as it is the I mean, I feel like the answer is not that complicated. It just is that the NRA is has a lot of money. any and they spend it and very strategic ways and they their entire motive motive like operation is about. Giving money to people who they want to stop gun reform and Saul you ends up is just thoughts and prayers and let's move on and you know, like you said before it is is something that has affected me in a big way because I did grow up in Newtown Connecticut
",-1
